region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Angiang,2021-06-01,,estimate,0.989657161204092,0.991021965511353,0.154630628680311,0.735553459842021,0.884482491692245,0.95223895244884,1.03259234021073,1.09929397853043,1.23962549417576
Angiang,2021-06-02,,estimate,0.994318358913802,0.994701663486651,0.149535961390083,0.745388771940453,0.889956937611891,0.956727912306576,1.034018123906,1.09805984665621,1.23517747861951
Angiang,2021-06-03,,estimate,1.0005606921092,0.99942012620064,0.145207185236993,0.753183922490638,0.898701534008076,0.962625458246996,1.03770937515267,1.10108976226362,1.23425037546871
Angiang,2021-06-04,,estimate,1.0060696615484,1.00526234607627,0.141467085452416,0.764782939151082,0.908941995436482,0.970370443382116,1.04316040947511,1.10439902572963,1.23357881529219
Angiang,2021-06-05,,estimate,1.01402879359512,1.01231147572424,0.138120922624426,0.778987507302164,0.917008475377322,0.979417296587405,1.05032757491341,1.10846748939217,1.23414248316545
Angiang,2021-06-06,,estimate,1.02458202224581,1.02064572294317,0.134966899787645,0.792373219448756,0.92994992243681,0.989816281216808,1.05702252423987,1.11477105131848,1.23237419729129
Angiang,2021-06-07,,estimate,1.03562680575372,1.03033478851903,0.131808404240755,0.803336378342653,0.943251165047866,1.00051747781962,1.06587500185187,1.12202461434788,1.23576776218264
Angiang,2021-06-08,,estimate,1.04631078215669,1.04143587247929,0.128467075395229,0.818982883318173,0.960263398021844,1.01363854722559,1.07738902991512,1.13206501576355,1.24095287270493
Angiang,2021-06-09,,estimate,1.05968989052572,1.05398933309153,0.124796849601306,0.837963179215165,0.976324020206548,1.02869742812529,1.09034450867147,1.14163466736215,1.24598950460008
Angiang,2021-06-10,,estimate,1.07460494461117,1.06801403404343,0.120700012612503,0.858761340350314,0.994876241563815,1.04410586781562,1.10390184626817,1.15167467943205,1.2513614075409
Angiang,2021-06-11,,estimate,1.09117185291001,1.08350231725884,0.116146537663092,0.882998309187037,1.01323714647052,1.06100390555433,1.11829463357504,1.16372208683781,1.26095821113809
Angiang,2021-06-12,,estimate,1.10754946276063,1.10041450807499,0.111197683697337,0.908924026764764,1.03504754053657,1.07880927274949,1.13331777755862,1.17505785506523,1.26907532588562
Angiang,2021-06-13,,estimate,1.12487174775451,1.11867297716099,0.106034020361413,0.936372879321531,1.055871923508,1.09887509707916,1.15013650918147,1.18719226080746,1.28196226979583
