region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Tiengiang,2021-08-23,,estimate,-0.0223186360888985,-0.0239016530129211,0.0314703305357225,-0.0778635198665706,-0.0428931131050106,-0.0300350887297947,-0.0148385563217558,-0.00260539033416869,0.0246811947419347
Tiengiang,2021-08-24,,estimate,-0.0260305562044978,-0.028056483096181,0.0332662420211629,-0.0851816415556974,-0.0480060073511501,-0.0344479738584635,-0.0182672328729681,-0.00577543338336403,0.0233941528713113
Tiengiang,2021-08-25,,estimate,-0.0296553104091155,-0.0320268598942598,0.0352346631996529,-0.0929991296397259,-0.0530242535906477,-0.0385046816556056,-0.0214377826554398,-0.00812656965783348,0.0219055431318863
Tiengiang,2021-08-26,,estimate,-0.0329922721607998,-0.0357922296152229,0.0373381695398023,-0.100787813865695,-0.0578220565991071,-0.0422715375527702,-0.0244543440419105,-0.0110214219452035,0.0212682692236235
Tiengiang,2021-08-27,,estimate,-0.0362316025128655,-0.0393361355716034,0.0395453289399504,-0.108027625368197,-0.0624633811168436,-0.0459264491730965,-0.0272040117697341,-0.0129822085744427,0.0206455947207354
Tiengiang,2021-08-28,,estimate,-0.0397367584553192,-0.0426458120644037,0.0418291059917457,-0.11634610948684,-0.0667606286235729,-0.0490681528238188,-0.0293114589804249,-0.0153440923344961,0.0201348543496732
Tiengiang,2021-08-29,,estimate,-0.0425645639377102,-0.0457117882954968,0.0441655003517358,-0.125161195811098,-0.0708650342991896,-0.0522985353519943,-0.0317194217777976,-0.0169504863232982,0.0206672210170471
Tiengiang,2021-08-30,,estimate,-0.0447265939302525,-0.0485275616522391,0.0465330022286412,-0.131226869339854,-0.0749314747091226,-0.0561308044292706,-0.0342282671225519,-0.017905076830011,0.0210922376526941
Tiengiang,2021-08-31,,estimate,-0.0467977800657029,-0.0510893525213267,0.0489129183076716,-0.138349907171388,-0.0781629169871076,-0.0585488176135957,-0.0358123936306549,-0.0188761844014369,0.0221477306185147
Tiengiang,2021-09-01,,estimate,-0.048856627842729,-0.0533959226298884,0.0512901459055332,-0.144357757290246,-0.081586875163574,-0.0608806709359648,-0.037629442168147,-0.0192202357791513,0.0226535493251481
Tiengiang,2021-09-02,,estimate,-0.0506124884629633,-0.0554484386882413,0.0536537805835825,-0.151556476828383,-0.0855665385910155,-0.0632517637457626,-0.0389818775590537,-0.0196562211404713,0.0236525383103043
Tiengiang,2021-09-03,,estimate based on partial data,-0.052152957930147,-0.0572503789576551,0.0559971049748904,-0.156628013918639,-0.0893606565457604,-0.0652454387223881,-0.0398680888157987,-0.0197376609626463,0.0248620658451914
Tiengiang,2021-09-04,,estimate based on partial data,-0.0534537356898095,-0.0588074883814748,0.0583169050739442,-0.162826417383416,-0.0930112922731239,-0.0669008755027441,-0.0405295272146522,-0.0203809396965887,0.0273008193025844
Tiengiang,2021-09-05,,estimate based on partial data,-0.0539662441214161,-0.0601277762144616,0.0606124789756679,-0.169527432514848,-0.0963047865226377,-0.0684730868092625,-0.0410755572466247,-0.019377807999402,0.029551534234493
Tiengiang,2021-09-06,,estimate based on partial data,-0.0549895768906914,-0.0612215267316205,0.0628848984802528,-0.173337960105443,-0.0991375093952237,-0.0699804883653893,-0.0415384572697384,-0.0186352262507452,0.0311090192807568
Tiengiang,2021-09-07,,estimate based on partial data,-0.0555849026811356,-0.062101275786475,0.0651369005463832,-0.178250641226192,-0.10216282589153,-0.0712846224382883,-0.0417535816672657,-0.01866984645439,0.0336540200806698
Tiengiang,2021-09-08,,estimate based on partial data,-0.0557695746739877,-0.062781702670933,0.0673733203126185,-0.182928985933568,-0.104173261039181,-0.0727436384282957,-0.0422723141795645,-0.0171625626322981,0.0368122378717817
Tiengiang,2021-09-09,,estimate based on partial data,-0.05652462397668,-0.063279392443842,0.069601573164825,-0.186160635714889,-0.1063132753963,-0.0735060790402621,-0.0421905950816138,-0.0167537291657134,0.0395943951409395
Tiengiang,2021-09-10,,estimate based on partial data,-0.0569620172663336,-0.0636124300362765,0.0718316727163699,-0.189661521120134,-0.108129273205472,-0.0744135535237174,-0.0420084576478568,-0.0164102054680503,0.0423493169086936
Tiengiang,2021-09-11,,estimate based on partial data,-0.0571092736028521,-0.0637997981447326,0.0740756467102703,-0.19286870510978,-0.109365626251875,-0.0754822643719505,-0.041984786654706,-0.0148848647510104,0.0450868462485722
Tiengiang,2021-09-12,,estimate based on partial data,-0.0572507421122035,-0.063860582764233,0.0763466404014863,-0.196303493451794,-0.111150837580512,-0.076074763650066,-0.0413677516981192,-0.0138827011565755,0.0484736225981497
