region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Binhduong,2021-06-27,,estimate,61.9,65.7,22.5,37.2,50.3,57.4,66.8,77,106.3
Binhduong,2021-06-28,,estimate,70.6,74.9,25.9,42.2,57,65.3,76.3,87.6,121.8
Binhduong,2021-06-29,,estimate,80.7,85.4,29.8,48,65,74.5,87,99.6,139.2
Binhduong,2021-06-30,,estimate,92.3,97.5,34.2,54.5,73.9,84.9,99.5,113.3,159.3
Binhduong,2021-07-01,,estimate,105.5,111.3,39.2,61.8,84.5,96.8,113.6,129.1,182.5
Binhduong,2021-07-02,,estimate,120.6,127.1,44.9,70.4,96.7,110.7,129.9,147.1,209.1
Binhduong,2021-07-03,,estimate,137.3,145.2,51.3,80,110.1,126.4,148.3,167.9,239
Binhduong,2021-07-04,,estimate,156.8,165.9,58.6,90.9,126,144.5,169.1,192.4,273
Binhduong,2021-07-05,,estimate,179,189.6,66.9,104.1,144.6,165.5,192.3,219.9,311.4
Binhduong,2021-07-06,,estimate,204,216.6,76.2,119.3,165.5,189.3,219.6,250.6,357.3
Binhduong,2021-07-07,,estimate,232.6,247.4,86.9,137,189.5,215.9,250.7,287.2,407.1
Binhduong,2021-07-08,,estimate,265.1,282.6,98.9,157.1,217.1,246,286.5,328.2,463.6
Binhduong,2021-07-09,,estimate,302.1,322.7,112.6,182.5,247.8,281,326.9,374.1,526.3
Binhduong,2021-07-10,,estimate,343.3,368.1,128.1,210.6,283,318.6,373.8,425.1,600.4
Binhduong,2021-07-11,,estimate,391.6,419.6,145.6,241.8,322.5,363.3,425.5,487,685.1
Binhduong,2021-07-12,,estimate,445.5,477.8,165.3,277.5,367.5,413.1,483.1,552.7,779.6
Binhduong,2021-07-13,,estimate,507,543.1,187.5,317.1,416.1,470,548,631,885.2
Binhduong,2021-07-14,,estimate,574.1,616.4,212.4,361.7,470.8,533.6,620.6,717.3,1006.9
Binhduong,2021-07-15,,estimate,651.1,698,240.2,409.9,533.1,603.3,703.4,808.1,1132.7
Binhduong,2021-07-16,,estimate,734.8,788.5,271.1,464.9,602,681.6,794.5,912.1,1277.8
Binhduong,2021-07-17,,estimate,828,888.3,305.1,528.2,678.8,770.3,894.7,1028.9,1436.3
Binhduong,2021-07-18,,estimate,931.8,997.8,342.4,593.5,763.9,863.6,1005.6,1156,1618.5
Binhduong,2021-07-19,,estimate,1043,1117,382.7,664,855.6,967.9,1126.8,1288,1818.8
Binhduong,2021-07-20,,estimate,1166.6,1246,425.6,739,955,1078.6,1258.6,1433.7,2022.7
Binhduong,2021-07-21,,estimate,1295.1,1384.7,470.7,821.9,1062.6,1200.8,1394.9,1593.5,2238.7
Binhduong,2021-07-22,,estimate,1439.6,1532.8,517.5,905.8,1178.7,1331.6,1545.7,1762.7,2477.4
Binhduong,2021-07-23,,estimate,1586,1690,565.9,995.8,1299.5,1467.9,1705.5,1949.7,2744.3
Binhduong,2021-07-24,,estimate,1740.1,1855.8,616.3,1095.9,1428.2,1610.7,1876.8,2147.7,2990.6
Binhduong,2021-07-25,,estimate,1907.1,2029.7,668.9,1197,1565.9,1764.3,2058.9,2346.1,3301.2
Binhduong,2021-07-26,,estimate,2078.7,2211,724.3,1307,1701.5,1919.9,2242.3,2561.9,3576.7
Binhduong,2021-07-27,,estimate,2252.8,2399.2,782.9,1419.6,1846.5,2082.7,2436.9,2778,3895.8
Binhduong,2021-07-28,,estimate,2437.8,2593.3,844.6,1535.8,1997.3,2253.9,2626.8,3003.5,4171.2
Binhduong,2021-07-29,,estimate,2621.7,2792.5,909.3,1654.1,2146.9,2422.5,2827.6,3230.7,4515
Binhduong,2021-07-30,,estimate,2811.9,2996,976.4,1767.6,2305.6,2598.1,3032.1,3474.8,4853.4
Binhduong,2021-07-31,,estimate,3000.7,3202.7,1045.6,1888.2,2459.5,2780.3,3241.9,3719.5,5221.6
Binhduong,2021-08-01,,estimate,3194.9,3411.5,1116,2010.7,2619.3,2966.1,3458.7,3963.8,5543.9
Binhduong,2021-08-02,,estimate,3394.9,3621.4,1187.3,2125,2781.7,3158.5,3672.5,4194.4,5896.6
Binhduong,2021-08-03,,estimate,3592.7,3831.1,1258.6,2254.4,2940.5,3324.4,3889.7,4457.4,6235.7
Binhduong,2021-08-04,,estimate,3798.8,4039.5,1329.2,2378.3,3094.7,3520.8,4098.8,4694.1,6563.2
Binhduong,2021-08-05,,estimate,3996,4245.4,1398.5,2506.7,3248.6,3691.1,4295.4,4918.1,6883.6
Binhduong,2021-08-06,,estimate,4186.9,4447.4,1465.6,2623.6,3400.6,3870.6,4506.2,5162.5,7218.7
Binhduong,2021-08-07,,estimate,4371.8,4644.5,1529.6,2737.9,3565.1,4053.6,4700.6,5402.4,7556.9
Binhduong,2021-08-08,,estimate,4553.9,4835.2,1589.7,2845,3715.9,4237.1,4903.8,5607.9,7781.1
Binhduong,2021-08-09,,estimate,4723.1,5018.4,1645.3,2963.2,3866.1,4404.5,5084.9,5832.3,8034.4
Binhduong,2021-08-10,,estimate,4896.9,5192.8,1696,3061.1,4003.8,4571.5,5295.8,6037.5,8292.8
Binhduong,2021-08-11,,estimate,5067.3,5357.4,1741.8,3159,4126.6,4702.4,5471.5,6222.1,8537.1
Binhduong,2021-08-12,,estimate,5223.7,5511.1,1783,3248.8,4240.7,4832.2,5644.7,6383.7,8764.2
Binhduong,2021-08-13,,estimate,5358.5,5652.6,1820.3,3335,4354.5,4955,5796.4,6543.9,8958.2
Binhduong,2021-08-14,,estimate,5489.7,5781,1854.4,3406.3,4458.3,5069.5,5913,6716.6,9218.4
Binhduong,2021-08-15,,estimate,5599,5895.2,1886.3,3481.6,4555.6,5164.9,6035.6,6846.5,9355.1
Binhduong,2021-08-16,,estimate,5680.7,5994.1,1917,3538.7,4649.7,5267,6143.3,6962.1,9518.9
Binhduong,2021-08-17,,estimate,5748.8,6076.8,1946.9,3582.6,4697.1,5341.7,6225.5,7020.1,9622.6
Binhduong,2021-08-18,,estimate,5819,6142.5,1976.3,3634.7,4748,5391.2,6279.2,7105.4,9751
Binhduong,2021-08-19,,estimate,5867.9,6190.5,2004.9,3663.8,4771.1,5427.3,6302.6,7167.9,9861.4
Binhduong,2021-08-20,,estimate,5884,6220.7,2031.6,3679.4,4773.3,5444.8,6326,7191.3,9882.3
Binhduong,2021-08-21,,estimate,5884.9,6232.8,2055.2,3693.1,4780.9,5437.1,6356,7213.8,9958.6
Binhduong,2021-08-22,,estimate,5869.7,6227.4,2074.8,3688,4766.6,5413,6355,7228.7,10013.5
Binhduong,2021-08-23,,estimate,5820.4,6205.3,2090.1,3679.6,4738.8,5387.8,6335.1,7230.4,9980.1
Binhduong,2021-08-24,,estimate,5783.5,6167.7,2102.7,3638.2,4707.1,5323.4,6292.1,7183.4,9892.2
Binhduong,2021-08-25,,estimate,5741.8,6116.4,2115.4,3583.9,4655.9,5255.9,6220.9,7119.8,9895.1
Binhduong,2021-08-26,,estimate,5678,6053.5,2132.7,3500.3,4554.7,5190.2,6147.7,7062.8,9938.5
Binhduong,2021-08-27,,estimate,5583.7,5981.2,2159.2,3388.7,4441.2,5112.4,6073.6,6997.7,9923
Binhduong,2021-08-28,,estimate,5473.5,5902.1,2199.7,3287.2,4355.2,5011.8,5990.9,6962.1,9992.3
Binhduong,2021-08-29,,estimate,5367.9,5818.6,2257.7,3149.1,4253.3,4898.9,5892.6,6878.8,9964.9
Binhduong,2021-08-30,,estimate,5262.7,5733.3,2335.8,2972.5,4121.1,4774.9,5771.7,6848.4,10027.3
Binhduong,2021-08-31,,estimate,5152.3,5648.4,2435.2,2777.4,3980.2,4659.6,5669.7,6796,10081.2
Binhduong,2021-09-01,,estimate,5014.1,5566.2,2556.9,2596.3,3812.7,4529.3,5577,6753,10171.2
Binhduong,2021-09-02,,estimate,4880.7,5488.9,2701.4,2372.8,3652.2,4377.5,5491.2,6719.4,10292.5
Binhduong,2021-09-03,,estimate,4754.6,5418.6,2870,2174.3,3491.3,4253,5414,6640.3,10403.6
Binhduong,2021-09-04,,estimate,4648.2,5357.3,3064.3,1988.1,3313.5,4109.8,5325.3,6646.6,10744.7
Binhduong,2021-09-05,,estimate based on partial data,4550.2,5307,3287.7,1798.1,3146,3947.4,5229.4,6616.7,11055.8
Binhduong,2021-09-06,,estimate based on partial data,4420.6,5269.9,3545,1635.3,2980.7,3793.5,5134.7,6585.7,11449.7
Binhduong,2021-09-07,,estimate based on partial data,4302.9,5248.3,3844.2,1482,2801.2,3642.1,5052.5,6583.4,11963.5
Binhduong,2021-09-08,,estimate based on partial data,4185.9,5244.9,4197.3,1298,2621.3,3505.7,4993.2,6630.4,12336.6
Binhduong,2021-09-09,,estimate based on partial data,4075.8,5262.7,4623.2,1140.7,2452.1,3380.7,4908.7,6650.2,12982.4
Binhduong,2021-09-10,,estimate based on partial data,3964.8,5305.4,5151.5,985.5,2307.6,3248.9,4854.9,6660.8,13586.7
Binhduong,2021-09-11,,estimate based on partial data,3854.5,5378.1,5829.3,859.7,2157.3,3100.5,4779,6716.6,14476.6
Binhduong,2021-09-12,,estimate based on partial data,3754.7,5487.3,6731.9,735,2027.5,2967,4715.3,6743.9,15260.9
Binhduong,2021-09-13,,estimate based on partial data,3657.3,5642.3,7981.1,639.4,1889.9,2833,4633.6,6796.9,16246.5
Binhduong,2021-09-14,,estimate based on partial data,3539.7,5856.2,9776,552.2,1756.6,2694.3,4588,6876.6,17439.3
Binhduong,2021-09-15,,estimate based on partial data,3453.6,6148.7,12456.4,468.7,1630.2,2590.9,4529,6964.1,18712.3
Binhduong,2021-09-16,,forecast,3336.4,6504.8,16228.9,399.1,1510.5,2480.1,4484.6,6994.4,19945.5
Binhduong,2021-09-17,,forecast,3234.5,6963.5,21829.6,342.4,1402,2381.2,4414.5,7075.6,21748.7
Binhduong,2021-09-18,,forecast,3165.7,7558.1,30243.3,294.2,1308.2,2265.7,4396.4,7180.3,22951.4
Binhduong,2021-09-19,,forecast,3088.2,8336.8,43024.5,254.3,1217.9,2158,4355.3,7243,24766.6
Binhduong,2021-09-20,,forecast,2996.7,9370.1,62639.5,220,1140.1,2065.4,4295.9,7325.9,26846.4
Binhduong,2021-09-21,,forecast,2917.8,10762.1,93015.7,192.1,1057.6,1980.9,4240.3,7407,29456.1
Binhduong,2021-09-22,,forecast,2818.3,12667.8,140421.8,165.6,974.4,1891.3,4174.8,7474.2,31660.2
Binhduong,2021-09-23,,forecast,2745.4,15319.9,214877.7,143.3,907,1823.6,4140.4,7618.7,35112.1
Binhduong,2021-09-24,,forecast,2669.6,19071.4,332411.2,122.8,841.3,1742.1,4084.8,7702,37820.6
Binhduong,2021-09-25,,forecast,2590.5,24461.1,518677.1,105.9,778.5,1658.4,4029.2,7741.8,40361.4
Binhduong,2021-09-26,,forecast,2503.9,32317.4,814755.6,89.2,725.5,1588.1,3972.5,7843.3,44226.3
Binhduong,2021-09-27,,forecast,2434.6,43921.6,1286450.9,76.1,673.2,1508.1,3925.5,7965.1,47822.6
Binhduong,2021-09-28,,forecast,2365.2,61265,2039199.1,65.1,626.9,1441.3,3881.2,8142.9,51698.7
Binhduong,2021-09-29,,forecast,2293.4,87457.3,3241972.8,56.3,582.6,1376.7,3838.5,8227.1,55446.3
Binhphuoc,2021-07-02,,estimate,3.3,3.6,1.6,1.4,2.4,3,3.7,4.4,6.6
Binhphuoc,2021-07-03,,estimate,3.6,3.8,1.7,1.6,2.6,3.2,4,4.7,6.9
Binhphuoc,2021-07-04,,estimate,3.9,4.1,1.7,1.8,2.9,3.5,4.3,5,7.2
Binhphuoc,2021-07-05,,estimate,4.2,4.4,1.7,2.1,3.2,3.8,4.6,5.3,7.5
Binhphuoc,2021-07-06,,estimate,4.5,4.7,1.6,2.5,3.6,4.1,4.9,5.6,7.7
Binhphuoc,2021-07-07,,estimate,4.9,5.1,1.6,2.9,4,4.5,5.3,6,8.1
Binhphuoc,2021-07-08,,estimate,5.3,5.5,1.7,3.3,4.4,5,5.7,6.4,8.6
Binhphuoc,2021-07-09,,estimate,5.8,6,1.7,3.7,4.8,5.4,6.2,6.9,9.2
Binhphuoc,2021-07-10,,estimate,6.3,6.5,1.9,4,5.2,5.8,6.7,7.5,10
Binhphuoc,2021-07-11,,estimate,6.7,7.1,2.1,4.4,5.6,6.2,7.2,8.1,11.2
Binhphuoc,2021-07-12,,estimate,7.2,7.7,2.4,4.7,6,6.7,7.7,8.8,12.2
Binhphuoc,2021-07-13,,estimate,7.6,8.3,2.8,5,6.4,7.1,8.3,9.6,13.6
Binhphuoc,2021-07-14,,estimate,8.1,8.8,3.2,5.2,6.7,7.5,8.8,10.2,15.1
Binhphuoc,2021-07-15,,estimate,8.5,9.4,3.6,5.4,7,7.9,9.3,10.9,16.3
Binhphuoc,2021-07-16,,estimate,8.9,9.9,3.9,5.6,7.2,8.2,9.8,11.5,17.4
Binhphuoc,2021-07-17,,estimate,9.3,10.3,4.1,5.8,7.5,8.5,10.2,12,18.3
Binhphuoc,2021-07-18,,estimate,9.5,10.7,4.3,6,7.7,8.7,10.6,12.4,18.9
Binhphuoc,2021-07-19,,estimate,9.8,10.9,4.3,6.2,7.9,9,10.8,12.7,19.3
Binhphuoc,2021-07-20,,estimate,10,11.1,4.3,6.3,8.1,9.1,11,12.9,19.4
Binhphuoc,2021-07-21,,estimate,10.1,11.1,4.2,6.4,8.2,9.3,11.1,13,19.1
Binhphuoc,2021-07-22,,estimate,10.1,11.1,4,6.5,8.3,9.4,11,12.9,18.7
Binhphuoc,2021-07-23,,estimate,10.2,11,3.8,6.6,8.4,9.4,11,12.8,18.4
Binhphuoc,2021-07-24,,estimate,10.1,10.9,3.6,6.6,8.4,9.4,10.9,12.6,17.8
Binhphuoc,2021-07-25,,estimate,10.1,10.7,3.4,6.5,8.4,9.4,10.8,12.4,17.3
Binhphuoc,2021-07-26,,estimate,10,10.5,3.2,6.5,8.3,9.3,10.7,12.1,16.6
Binhphuoc,2021-07-27,,estimate,9.8,10.3,3.1,6.3,8.2,9.2,10.5,11.9,16
Binhphuoc,2021-07-28,,estimate,9.7,10.1,3,6.1,8.1,9.1,10.4,11.7,15.6
Binhphuoc,2021-07-29,,estimate,9.6,9.9,3,5.9,7.9,8.9,10.3,11.5,15.2
Binhphuoc,2021-07-30,,estimate,9.4,9.7,3,5.6,7.7,8.8,10.1,11.4,15.1
Binhphuoc,2021-07-31,,estimate,9.2,9.6,3,5.3,7.4,8.6,10,11.3,14.9
Binhphuoc,2021-08-01,,estimate,9.1,9.4,3.1,5,7.2,8.4,9.9,11.3,14.9
Binhphuoc,2021-08-02,,estimate,9,9.3,3.2,4.7,7,8.3,9.9,11.3,15
Binhphuoc,2021-08-03,,estimate,8.9,9.3,3.3,4.5,6.8,8.1,9.8,11.3,15.2
Binhphuoc,2021-08-04,,estimate,8.9,9.2,3.5,4.3,6.7,8,9.8,11.4,15.4
Binhphuoc,2021-08-05,,estimate,8.8,9.2,3.6,4.1,6.6,7.9,9.8,11.4,15.6
Binhphuoc,2021-08-06,,estimate,8.8,9.3,3.8,4,6.5,7.9,9.8,11.6,16
Binhphuoc,2021-08-07,,estimate,8.9,9.4,4,3.9,6.4,7.9,9.9,11.8,16.5
Binhphuoc,2021-08-08,,estimate,9,9.5,4.1,3.9,6.4,7.9,10.1,12.1,16.9
Binhphuoc,2021-08-09,,estimate,9.1,9.7,4.3,3.9,6.6,8,10.3,12.4,17.4
Binhphuoc,2021-08-10,,estimate,9.3,10,4.4,4,6.7,8.2,10.5,12.7,18
Binhphuoc,2021-08-11,,estimate,9.6,10.3,4.6,4.1,6.9,8.5,10.8,13.2,18.7
Binhphuoc,2021-08-12,,estimate,10,10.7,4.7,4.4,7.2,8.8,11.2,13.6,19.3
Binhphuoc,2021-08-13,,estimate,10.4,11.1,4.9,4.6,7.5,9.2,11.6,14.1,20
Binhphuoc,2021-08-14,,estimate,11,11.7,5,4.9,8,9.8,12.2,14.7,20.8
Binhphuoc,2021-08-15,,estimate,11.6,12.3,5.1,5.4,8.6,10.4,12.9,15.3,21.8
Binhphuoc,2021-08-16,,estimate,12.4,13.1,5.3,5.9,9.2,11.2,13.7,16.1,22.9
Binhphuoc,2021-08-17,,estimate,13.3,14,5.4,6.6,10,12,14.6,17,24
Binhphuoc,2021-08-18,,estimate,14.3,15,5.6,7.5,10.9,13,15.7,18.1,25.2
Binhphuoc,2021-08-19,,estimate,15.5,16.2,5.8,8.4,12,14.1,16.9,19.3,26.6
Binhphuoc,2021-08-20,,estimate,16.8,17.5,6,9.3,13.2,15.4,18.3,20.8,28.3
Binhphuoc,2021-08-21,,estimate,18.3,19.1,6.4,10.4,14.5,16.8,19.7,22.5,30.4
Binhphuoc,2021-08-22,,estimate,19.8,20.8,6.9,11.8,16,18.3,21.4,24.4,32.8
Binhphuoc,2021-08-23,,estimate,21.6,22.8,7.6,13,17.5,20,23.3,26.5,35.7
Binhphuoc,2021-08-24,,estimate,23.5,24.9,8.5,14.4,19.2,21.7,25.4,28.9,39.6
Binhphuoc,2021-08-25,,estimate,25.5,27.3,9.6,15.9,20.9,23.6,27.5,31.5,43.8
Binhphuoc,2021-08-26,,estimate,27.6,29.8,10.8,17.4,22.7,25.6,29.9,34.3,48.6
Binhphuoc,2021-08-27,,estimate,29.8,32.4,12,19,24.6,27.6,32.4,37.5,53.3
Binhphuoc,2021-08-28,,estimate,32.2,35,13.1,20.5,26.5,29.7,35.1,40.4,57.8
Binhphuoc,2021-08-29,,estimate,34.7,37.7,14,22,28.4,31.9,37.7,43.8,62.2
Binhphuoc,2021-08-30,,estimate,37.3,40.3,14.9,23.4,30.3,34.4,40.5,47.1,67.1
Binhphuoc,2021-08-31,,estimate,39.7,42.9,15.6,24.7,32.2,36.8,43.2,50,72
Binhphuoc,2021-09-01,,estimate,42,45.4,16.5,25.8,34,39,45.7,53.2,77
Binhphuoc,2021-09-02,,estimate,44.2,47.9,17.6,26.6,35.7,40.7,48.3,56.1,81.1
Binhphuoc,2021-09-03,,estimate,46.5,50.3,19.2,27.3,36.7,42.4,50.8,59.5,87.7
Binhphuoc,2021-09-04,,estimate,48.4,52.8,21.7,27.1,37.8,44.1,53.2,63.2,94.4
Binhphuoc,2021-09-05,,estimate based on partial data,49.9,55.5,25.1,26.1,38.4,45.2,55.5,66.6,103.9
Binhphuoc,2021-09-06,,estimate based on partial data,51.7,58.4,29.6,25,38.8,46.3,58.3,70.5,115.4
Binhphuoc,2021-09-07,,estimate based on partial data,53.2,61.8,35.7,23.4,38.6,47.2,60.7,74.8,127.4
Binhphuoc,2021-09-08,,estimate based on partial data,55,65.6,43.6,20.8,38,48.3,63.8,79.9,145.4
Binhphuoc,2021-09-09,,estimate based on partial data,56.8,70.3,54,18.1,37.7,49.3,66.6,85.3,165.9
Binhphuoc,2021-09-10,,estimate based on partial data,58.5,76,68,15.1,37,49.8,69.6,91.7,188.7
Binhphuoc,2021-09-11,,estimate based on partial data,60.3,83.1,87.5,12.2,36.5,50.3,73.1,99,218.4
Binhphuoc,2021-09-12,,estimate based on partial data,61.9,92.2,115.8,9.6,35.5,50.8,76.7,108.2,256.9
Binhphuoc,2021-09-13,,estimate based on partial data,63.7,104.1,159.8,7.5,34.4,51.1,80.6,117.1,305
Binhphuoc,2021-09-14,,estimate based on partial data,65.6,120.3,233.8,5.7,33.3,51.7,84.9,127.9,365.8
Binhphuoc,2021-09-15,,estimate based on partial data,67.4,143.3,371.6,4.5,31.9,52.6,89.5,138.6,445.2
Binhphuoc,2021-09-16,,forecast,69.9,174.3,608.1,3.7,30.9,53.5,93.8,150.6,543
Binhphuoc,2021-09-17,,forecast,72.3,218.5,1041.3,3,30.1,54.3,97.7,164.1,663.7
Binhphuoc,2021-09-18,,forecast,74.6,283.7,1846,2.5,29.2,55.1,102.7,177.6,831.9
Binhphuoc,2021-09-19,,forecast,77.1,383,3356.4,2,28.2,56,108.2,192.2,1014.5
Binhphuoc,2021-09-20,,forecast,80.1,539.9,6215.8,1.6,27.5,57.1,113.5,208.9,1245.6
Binhphuoc,2021-09-21,,forecast,82.8,795.6,11668.7,1.3,26.5,57.8,119.5,228.8,1503.1
Binhphuoc,2021-09-22,,forecast,84.9,1224.9,22135.1,1.1,25.5,58.9,125.5,249.9,1862.5
Binhphuoc,2021-09-23,,forecast,87.7,1964.5,42339.9,0.9,24.4,60,132.9,272.5,2237
Binhphuoc,2021-09-24,,forecast,90.5,3267.6,81541.4,0.7,23.3,60.9,139.8,296.3,2813.9
Binhphuoc,2021-09-25,,forecast,93.6,5606.5,157936.9,0.6,22.4,61.7,146.5,323.9,3304.3
Binhphuoc,2021-09-26,,forecast,96.8,9870.3,307384.1,0.4,21.5,62.7,155.1,350.5,4128.5
Binhphuoc,2021-09-27,,forecast,99.8,17743.4,600695.9,0.4,20.6,63.7,163.2,384.8,5063
Binhphuoc,2021-09-28,,forecast,102.7,32435.5,1177969.4,0.3,19.8,64.6,171.9,420.9,6233.9
Binhphuoc,2021-09-29,,forecast,106.4,60094,2316793.9,0.2,19,65.6,181.1,454,7633.9
Binhthuan,2021-06-25,,estimate,0.7,0.7,0.3,0.3,0.5,0.6,0.7,0.9,1.3
Binhthuan,2021-06-26,,estimate,0.7,0.7,0.3,0.3,0.5,0.6,0.7,0.9,1.3
Binhthuan,2021-06-27,,estimate,0.6,0.7,0.3,0.3,0.5,0.6,0.7,0.9,1.3
Binhthuan,2021-06-28,,estimate,0.7,0.7,0.3,0.3,0.5,0.6,0.7,0.9,1.3
Binhthuan,2021-06-29,,estimate,0.7,0.8,0.3,0.3,0.5,0.6,0.8,0.9,1.4
Binhthuan,2021-06-30,,estimate,0.7,0.8,0.4,0.3,0.5,0.7,0.8,1,1.5
Binhthuan,2021-07-01,,estimate,0.8,0.9,0.4,0.4,0.6,0.7,0.9,1.1,1.6
Binhthuan,2021-07-02,,estimate,0.9,1,0.4,0.4,0.7,0.8,1,1.2,1.8
Binhthuan,2021-07-03,,estimate,1,1.1,0.5,0.5,0.8,0.9,1.2,1.4,2.1
Binhthuan,2021-07-04,,estimate,1.2,1.3,0.6,0.5,0.9,1.1,1.4,1.6,2.4
Binhthuan,2021-07-05,,estimate,1.5,1.6,0.7,0.7,1.1,1.3,1.7,2,2.9
Binhthuan,2021-07-06,,estimate,1.9,2,0.9,0.8,1.4,1.7,2.1,2.5,3.6
Binhthuan,2021-07-07,,estimate,2.4,2.6,1.1,1.1,1.8,2.2,2.7,3.1,4.5
Binhthuan,2021-07-08,,estimate,3.2,3.4,1.3,1.6,2.4,2.9,3.5,4.1,5.7
Binhthuan,2021-07-09,,estimate,4.2,4.5,1.6,2.3,3.3,3.8,4.6,5.3,7.4
Binhthuan,2021-07-10,,estimate,5.7,6,2.1,3.3,4.6,5.3,6.2,7.1,9.8
Binhthuan,2021-07-11,,estimate,7.8,8.2,2.6,4.7,6.4,7.2,8.4,9.5,13
Binhthuan,2021-07-12,,estimate,10.7,11.2,3.5,6.7,8.8,9.9,11.5,13,17.5
Binhthuan,2021-07-13,,estimate,14.6,15.3,4.7,9.3,12,13.5,15.7,17.7,23.8
Binhthuan,2021-07-14,,estimate,19.7,20.6,6.4,12.5,16.2,18.2,21.2,23.8,32.3
Binhthuan,2021-07-15,,estimate,26,27.3,8.6,16.3,21.4,24,27.9,31.5,43
Binhthuan,2021-07-16,,estimate,33.5,35.3,11.3,21,27.6,31.1,36.1,41,55.6
Binhthuan,2021-07-17,,estimate,42.1,44.4,14.2,26.1,34.6,39.2,45.4,51.6,70.8
Binhthuan,2021-07-18,,estimate,51.3,54.1,17.2,31.9,42,47.7,55.5,62.9,85.3
Binhthuan,2021-07-19,,estimate,60.5,63.9,20.1,37.8,49.6,56.2,65.6,74.4,101.1
Binhthuan,2021-07-20,,estimate,69.4,73.1,22.7,43.5,56.8,64.1,75,85.3,114.8
Binhthuan,2021-07-21,,estimate,77,81.2,24.8,48.9,63.4,71.3,83.4,94.7,125.7
Binhthuan,2021-07-22,,estimate,83.1,87.6,26.2,53.2,68.7,77.1,90.3,101.9,134.9
Binhthuan,2021-07-23,,estimate,87.5,92,27.1,56.5,72.8,81.4,94.7,106.5,141
Binhthuan,2021-07-24,,estimate,90.3,94.4,27.3,58.4,75,83.9,97.1,108.8,143.2
Binhthuan,2021-07-25,,estimate,90.9,94.9,27,58.9,75.9,84.6,97,109.3,143.1
Binhthuan,2021-07-26,,estimate,89.7,93.6,26.4,58.4,75.2,83.9,95.6,108.3,141.4
Binhthuan,2021-07-27,,estimate,87,91,25.7,56.6,73.2,81.7,93.2,104.9,137.5
Binhthuan,2021-07-28,,estimate,83.5,87.4,24.9,53.8,70.4,78.6,89.5,101,133.6
Binhthuan,2021-07-29,,estimate,79.7,83.2,24,50.8,66.6,74.6,85.1,95.9,127.8
Binhthuan,2021-07-30,,estimate,75.2,78.6,23.1,47.8,62.4,70.3,80.5,90.8,121.4
Binhthuan,2021-07-31,,estimate,70.6,73.9,22.3,44.2,58.4,65.7,75.9,86.2,114.7
Binhthuan,2021-08-01,,estimate,66.2,69.4,21.6,40.9,54,61.2,71.5,81.4,108.5
Binhthuan,2021-08-02,,estimate,62.2,65.2,20.9,37.7,50.5,57.5,67.3,76.5,103.2
Binhthuan,2021-08-03,,estimate,58.5,61.5,20.4,34.4,46.9,54,63.1,72.7,98.3
Binhthuan,2021-08-04,,estimate,55.2,58.2,19.9,31.8,44,51,59.7,69.1,94.6
Binhthuan,2021-08-05,,estimate,52.5,55.5,19.4,29.7,41.7,48.1,57.3,66.3,90.9
Binhthuan,2021-08-06,,estimate,50.4,53.4,19.1,27.9,39.9,45.9,54.9,63.8,87.7
Binhthuan,2021-08-07,,estimate,48.9,51.7,18.8,27,38.5,44.4,53.3,61.8,85.8
Binhthuan,2021-08-08,,estimate,47.8,50.6,18.5,26.3,37.4,43.5,52.2,60.5,85
Binhthuan,2021-08-09,,estimate,47.2,50,18.3,26,37,43.1,51.6,59.6,83.9
Binhthuan,2021-08-10,,estimate,47.3,50,18.2,26.2,37.1,43,51.5,59.4,83.3
Binhthuan,2021-08-11,,estimate,47.7,50.4,18.1,26.5,37.6,43.7,52,59.9,83.4
Binhthuan,2021-08-12,,estimate,48.5,51.4,18.2,27.5,38.5,44.6,52.7,61.1,84.4
Binhthuan,2021-08-13,,estimate,50,52.9,18.5,28.7,39.7,45.9,54.3,62.8,86.4
Binhthuan,2021-08-14,,estimate,51.8,54.8,18.9,30.1,41.7,47.8,56.1,64.5,89.1
Binhthuan,2021-08-15,,estimate,54.1,57.3,19.5,32,43.9,50,58.5,67.3,92.6
Binhthuan,2021-08-16,,estimate,56.6,60.2,20.4,34.3,46.3,52.6,61.5,70.2,96.8
Binhthuan,2021-08-17,,estimate,59.9,63.4,21.4,36.6,48.9,55.3,64.6,74.2,100.9
Binhthuan,2021-08-18,,estimate,63.1,66.8,22.7,39,51.7,58.6,67.7,77.5,105.7
Binhthuan,2021-08-19,,estimate,66,70.2,23.8,41.2,54.4,61.6,71.4,81.3,111.1
Binhthuan,2021-08-20,,estimate,69,73.4,24.8,43.3,57,64.3,74.8,85,115.7
Binhthuan,2021-08-21,,estimate,71.7,76,25.4,44.5,58.9,66.5,77.6,88.1,121.4
Binhthuan,2021-08-22,,estimate,73.7,77.8,25.7,45.4,60.2,67.8,79.4,90,123.9
Binhthuan,2021-08-23,,estimate,74,78.4,25.7,45.8,60.6,68.8,80.3,91.1,125.2
Binhthuan,2021-08-24,,estimate,73.6,77.7,25.3,45.6,60,68.1,79.5,90.2,122.9
Binhthuan,2021-08-25,,estimate,71.5,75.5,24.3,44.2,58.3,66.5,77.2,87.7,119.6
Binhthuan,2021-08-26,,estimate,68.4,71.8,22.9,41.9,55.8,63.1,73.6,83.4,113.6
