region,date,confirm
Bentre,2021-06-25,0
Binhduong,2021-06-25,30
Binhphuoc,2021-06-25,0
Binhthuan,2021-06-25,5
Camau,2021-06-25,0
Cantho,2021-06-25,0
Caobang,2021-06-25,0
Daklak,2021-06-25,0
Daknong,2021-06-25,0
Danang,2021-06-25,25
Dienbien,2021-06-25,0
Dongnai,2021-06-25,0
Dongthap,2021-06-25,2
Gialai,2021-06-25,2
Hagiang,2021-06-25,0
Haiduong,2021-06-25,0
Haiphong,2021-06-25,3
Hanam,2021-06-25,0
Hanoi,2021-06-25,0
Hatinh,2021-06-25,0
Haugiang,2021-06-25,0
Hoabinh,2021-06-25,0
Hochiminh,2021-06-25,226
Hungyen,2021-06-25,3
Khanhhoa,2021-06-25,1
Kiengiang,2021-06-25,1
Kontum,2021-06-25,0
Laichau,2021-06-25,0
Lamdong,2021-06-25,0
Langson,2021-06-25,1
Laocai,2021-06-25,0
Longan,2021-06-25,23
Namdinh,2021-06-25,0
Nghean,2021-06-25,12
Ninhbinh,2021-06-25,0
Ninhthuan,2021-06-25,0
Phutho,2021-06-25,0
Phuyen,2021-06-25,9
Quangbinh,2021-06-25,0
Quangnam,2021-06-25,3
Quangngai,2021-06-25,0
Quangninh,2021-06-25,3
Quangtri,2021-06-25,0
Soctrang,2021-06-25,0
Sonla,2021-06-25,0
Tayninh,2021-06-25,12
Thaibinh,2021-06-25,2
Thainguyen,2021-06-25,0
Thanhhoa,2021-06-25,0
Thuathienhue,2021-06-25,0
Tiengiang,2021-06-25,17
Travinh,2021-06-25,0
Tuyenquang,2021-06-25,0
Vinhlong,2021-06-25,0
Vinhphuc,2021-06-25,0
Yenbai,2021-06-25,0
Angiang,2021-06-26,1
Bacgiang,2021-06-26,16
Backan,2021-06-26,0
Baclieu,2021-06-26,0
Bacninh,2021-06-26,5
Bariavungtau,2021-06-26,0
Bentre,2021-06-26,0
Binhduong,2021-06-26,5
Binhphuoc,2021-06-26,0
Binhthuan,2021-06-26,2
Camau,2021-06-26,0
Cantho,2021-06-26,1
Caobang,2021-06-26,0
Daklak,2021-06-26,0
Daknong,2021-06-26,0
Danang,2021-06-26,7
Dienbien,2021-06-26,0
Dongnai,2021-06-26,0
Dongthap,2021-06-26,9
Gialai,2021-06-26,0
Hagiang,2021-06-26,0
Haiduong,2021-06-26,0
Haiphong,2021-06-26,2
Hanam,2021-06-26,0
Hanoi,2021-06-26,3
Hatinh,2021-06-26,6
Haugiang,2021-06-26,0
Hoabinh,2021-06-26,0
Hochiminh,2021-06-26,622
Hungyen,2021-06-26,11
Khanhhoa,2021-06-26,2
Kiengiang,2021-06-26,2
Kontum,2021-06-26,0
Laichau,2021-06-26,0
Lamdong,2021-06-26,0
Langson,2021-06-26,0
Laocai,2021-06-26,0
Longan,2021-06-26,7
Namdinh,2021-06-26,0
Nghean,2021-06-26,11
Ninhbinh,2021-06-26,0
Ninhthuan,2021-06-26,0
Phutho,2021-06-26,0
Phuyen,2021-06-26,10
Quangbinh,2021-06-26,0
Quangnam,2021-06-26,0
Quangngai,2021-06-26,5
Quangninh,2021-06-26,4
Quangtri,2021-06-26,0
Soctrang,2021-06-26,0
Sonla,2021-06-26,0
Tayninh,2021-06-26,6
Thaibinh,2021-06-26,1
Thainguyen,2021-06-26,0
Thanhhoa,2021-06-26,0
Thuathienhue,2021-06-26,0
Tiengiang,2021-06-26,0
Travinh,2021-06-26,0
Tuyenquang,2021-06-26,0
Vinhlong,2021-06-26,0
Vinhphuc,2021-06-26,0
Yenbai,2021-06-26,0
Angiang,2021-06-27,0
Bacgiang,2021-06-27,5
Backan,2021-06-27,1
Baclieu,2021-06-27,0
Bacninh,2021-06-27,0
Bariavungtau,2021-06-27,0
Bentre,2021-06-27,0
Binhduong,2021-06-27,0
Binhphuoc,2021-06-27,0
Binhthuan,2021-06-27,0
Camau,2021-06-27,0
Cantho,2021-06-27,0
Caobang,2021-06-27,0
Daklak,2021-06-27,0
Daknong,2021-06-27,0
Danang,2021-06-27,0
Dienbien,2021-06-27,0
Dongnai,2021-06-27,0
Dongthap,2021-06-27,0
Gialai,2021-06-27,0
Hagiang,2021-06-27,0
Haiduong,2021-06-27,0
Haiphong,2021-06-27,0
Hanam,2021-06-27,0
Hanoi,2021-06-27,0
Hatinh,2021-06-27,0
Haugiang,2021-06-27,0
Hoabinh,2021-06-27,0
Hochiminh,2021-06-27,105
Hungyen,2021-06-27,8
Khanhhoa,2021-06-27,0
Kiengiang,2021-06-27,0
Kontum,2021-06-27,0
Laichau,2021-06-27,0
Lamdong,2021-06-27,0
Langson,2021-06-27,0
Laocai,2021-06-27,0
Longan,2021-06-27,7
Namdinh,2021-06-27,0
Nghean,2021-06-27,0
Ninhbinh,2021-06-27,0
Ninhthuan,2021-06-27,0
Phutho,2021-06-27,0
Phuyen,2021-06-27,0
Quangbinh,2021-06-27,0
Quangnam,2021-06-27,0
Quangngai,2021-06-27,0
Quangninh,2021-06-27,0
Quangtri,2021-06-27,0
Soctrang,2021-06-27,0
Sonla,2021-06-27,0
Tayninh,2021-06-27,0
Thaibinh,2021-06-27,0
Thainguyen,2021-06-27,0
Thanhhoa,2021-06-27,0
Thuathienhue,2021-06-27,0
Tiengiang,2021-06-27,0
Travinh,2021-06-27,0
Tuyenquang,2021-06-27,0
Vinhlong,2021-06-27,0
Vinhphuc,2021-06-27,0
Yenbai,2021-06-27,0
Angiang,2021-06-28,1
Bacgiang,2021-06-28,92
Backan,2021-06-28,0
Baclieu,2021-06-28,0
Bacninh,2021-06-28,21
Bariavungtau,2021-06-28,0
Bentre,2021-06-28,0
Binhduong,2021-06-28,76
Binhphuoc,2021-06-28,0
Binhthuan,2021-06-28,6
Camau,2021-06-28,0
Cantho,2021-06-28,0
Caobang,2021-06-28,0
Daklak,2021-06-28,1
Daknong,2021-06-28,0
Danang,2021-06-28,3
Dienbien,2021-06-28,0
Dongnai,2021-06-28,12
Dongthap,2021-06-28,2
Gialai,2021-06-28,0
Hagiang,2021-06-28,0
Haiduong,2021-06-28,0
Haiphong,2021-06-28,1
Hanam,2021-06-28,0
Hanoi,2021-06-28,0
Hatinh,2021-06-28,8
Haugiang,2021-06-28,0
Hoabinh,2021-06-28,1
Hochiminh,2021-06-28,314
Hungyen,2021-06-28,9
Khanhhoa,2021-06-28,3
Kiengiang,2021-06-28,7
Kontum,2021-06-28,0
Laichau,2021-06-28,0
Lamdong,2021-06-28,0
Langson,2021-06-28,2
Laocai,2021-06-28,0
Longan,2021-06-28,6
Namdinh,2021-06-28,0
Nghean,2021-06-28,15
Ninhbinh,2021-06-28,0
Ninhthuan,2021-06-28,0
Phutho,2021-06-28,0
Phuyen,2021-06-28,18
Quangbinh,2021-06-28,0
Quangnam,2021-06-28,0
Quangngai,2021-06-28,36
Quangninh,2021-06-28,2
Quangtri,2021-06-28,1
Soctrang,2021-06-28,0
Sonla,2021-06-28,0
Tayninh,2021-06-28,6
Thaibinh,2021-06-28,0
Thainguyen,2021-06-28,0
Thanhhoa,2021-06-28,0
Thuathienhue,2021-06-28,0
Tiengiang,2021-06-28,0
Travinh,2021-06-28,0
Tuyenquang,2021-06-28,0
Vinhlong,2021-06-28,0
Vinhphuc,2021-06-28,0
Yenbai,2021-06-28,0
Angiang,2021-06-29,1
Bacgiang,2021-06-29,14
Backan,2021-06-29,0
Baclieu,2021-06-29,0
Bacninh,2021-06-29,3
Bariavungtau,2021-06-29,0
Bentre,2021-06-29,0
Binhduong,2021-06-29,0
Binhphuoc,2021-06-29,0
Binhthuan,2021-06-29,0
Camau,2021-06-29,0
Cantho,2021-06-29,0
Caobang,2021-06-29,0
Daklak,2021-06-29,0
Daknong,2021-06-29,0
Danang,2021-06-29,0
Dienbien,2021-06-29,0
Dongnai,2021-06-29,4
Dongthap,2021-06-29,1
Gialai,2021-06-29,0
Hagiang,2021-06-29,0
Haiduong,2021-06-29,0
Haiphong,2021-06-29,2
Hanam,2021-06-29,0
Hanoi,2021-06-29,0
Hatinh,2021-06-29,10
Haugiang,2021-06-29,0
Hoabinh,2021-06-29,0
Hochiminh,2021-06-29,112
Hungyen,2021-06-29,16
Khanhhoa,2021-06-29,5
Kiengiang,2021-06-29,2
Kontum,2021-06-29,0
Laichau,2021-06-29,0
Lamdong,2021-06-29,0
Langson,2021-06-29,1
Laocai,2021-06-29,0
Longan,2021-06-29,8
Namdinh,2021-06-29,0
Nghean,2021-06-29,1
Ninhbinh,2021-06-29,0
Ninhthuan,2021-06-29,0
Phutho,2021-06-29,0
Phuyen,2021-06-29,19
Quangbinh,2021-06-29,0
Quangnam,2021-06-29,0
Quangngai,2021-06-29,0
Quangninh,2021-06-29,0
Quangtri,2021-06-29,0
Soctrang,2021-06-29,0
Sonla,2021-06-29,0
Tayninh,2021-06-29,0
Thaibinh,2021-06-29,0
Thainguyen,2021-06-29,0
Thanhhoa,2021-06-29,0
Thuathienhue,2021-06-29,0
Tiengiang,2021-06-29,0
Travinh,2021-06-29,1
Tuyenquang,2021-06-29,0
Vinhlong,2021-06-29,1
Vinhphuc,2021-06-29,0
Yenbai,2021-06-29,0
Angiang,2021-06-30,4
Bacgiang,2021-06-30,25
Backan,2021-06-30,1
Baclieu,2021-06-30,0
Bacninh,2021-06-30,10
Bariavungtau,2021-06-30,7
Bentre,2021-06-30,0
Binhduong,2021-06-30,105
Binhphuoc,2021-06-30,0
Binhthuan,2021-06-30,1
Camau,2021-06-30,0
Cantho,2021-06-30,0
Caobang,2021-06-30,0
Daklak,2021-06-30,0
Daknong,2021-06-30,0
Danang,2021-06-30,2
Dienbien,2021-06-30,0
Dongnai,2021-06-30,12
Dongthap,2021-06-30,26
Gialai,2021-06-30,0
Hagiang,2021-06-30,0
Haiduong,2021-06-30,0
Haiphong,2021-06-30,1
Hanam,2021-06-30,0
Hanoi,2021-06-30,0
Hatinh,2021-06-30,1
Haugiang,2021-06-30,0
Hoabinh,2021-06-30,0
Hochiminh,2021-06-30,292
Hungyen,2021-06-30,10
Khanhhoa,2021-06-30,0
Kiengiang,2021-06-30,1
Kontum,2021-06-30,0
Laichau,2021-06-30,0
Lamdong,2021-06-30,0
Langson,2021-06-30,1
Laocai,2021-06-30,0
Longan,2021-06-30,5
Namdinh,2021-06-30,0
Nghean,2021-06-30,20
Ninhbinh,2021-06-30,1
Ninhthuan,2021-06-30,0
Phutho,2021-06-30,0
Phuyen,2021-06-30,29
Quangbinh,2021-06-30,0
Quangnam,2021-06-30,0
Quangngai,2021-06-30,31
Quangninh,2021-06-30,0
Quangtri,2021-06-30,0
Soctrang,2021-06-30,0
Sonla,2021-06-30,0
Tayninh,2021-06-30,10
Thaibinh,2021-06-30,0
Thainguyen,2021-06-30,0
Thanhhoa,2021-06-30,0
Thuathienhue,2021-06-30,0
Tiengiang,2021-06-30,22
Travinh,2021-06-30,0
Tuyenquang,2021-06-30,0
Vinhlong,2021-06-30,0
Vinhphuc,2021-06-30,0
Yenbai,2021-06-30,0
Angiang,2021-07-01,0
Bacgiang,2021-07-01,4
Backan,2021-07-01,0
Baclieu,2021-07-01,0
Bacninh,2021-07-01,1
Bariavungtau,2021-07-01,0
Bentre,2021-07-01,0
Binhduong,2021-07-01,50
Binhphuoc,2021-07-01,0
Binhthuan,2021-07-01,0
Camau,2021-07-01,0
Cantho,2021-07-01,0
Caobang,2021-07-01,0
Daklak,2021-07-01,0
Daknong,2021-07-01,0
Danang,2021-07-01,0
Dienbien,2021-07-01,0
Dongnai,2021-07-01,0
Dongthap,2021-07-01,1
Gialai,2021-07-01,0
Hagiang,2021-07-01,0
Haiduong,2021-07-01,0
Haiphong,2021-07-01,0
Hanam,2021-07-01,0
Hanoi,2021-07-01,0
Hatinh,2021-07-01,3
Haugiang,2021-07-01,0
Hoabinh,2021-07-01,0
Hochiminh,2021-07-01,311
Hungyen,2021-07-01,11
Khanhhoa,2021-07-01,0
Kiengiang,2021-07-01,2
Kontum,2021-07-01,0
Laichau,2021-07-01,0
Lamdong,2021-07-01,0
Langson,2021-07-01,0
Laocai,2021-07-01,0
Longan,2021-07-01,28
Namdinh,2021-07-01,0
Nghean,2021-07-01,3
Ninhbinh,2021-07-01,0
Ninhthuan,2021-07-01,0
Phutho,2021-07-01,0
Phuyen,2021-07-01,18
Quangbinh,2021-07-01,0
Quangnam,2021-07-01,0
Quangngai,2021-07-01,0
Quangninh,2021-07-01,0
Quangtri,2021-07-01,0
Soctrang,2021-07-01,0
Sonla,2021-07-01,0
Tayninh,2021-07-01,0
Thaibinh,2021-07-01,0
Thainguyen,2021-07-01,0
Thanhhoa,2021-07-01,0
Thuathienhue,2021-07-01,0
Tiengiang,2021-07-01,15
Travinh,2021-07-01,0
Tuyenquang,2021-07-01,0
Vinhlong,2021-07-01,1
Vinhphuc,2021-07-01,0
Yenbai,2021-07-01,0
Angiang,2021-07-02,10
Bacgiang,2021-07-02,2
Backan,2021-07-02,0
Baclieu,2021-07-02,0
Bacninh,2021-07-02,3
Bariavungtau,2021-07-02,0
Bentre,2021-07-02,0
Binhduong,2021-07-02,43
Binhphuoc,2021-07-02,1
Binhthuan,2021-07-02,0
Camau,2021-07-02,0
Cantho,2021-07-02,0
Caobang,2021-07-02,0
Daklak,2021-07-02,0
Daknong,2021-07-02,0
Danang,2021-07-02,6
Dienbien,2021-07-02,0
Dongnai,2021-07-02,5
Dongthap,2021-07-02,2
Gialai,2021-07-02,0
Hagiang,2021-07-02,0
Haiduong,2021-07-02,0
Haiphong,2021-07-02,1
Hanam,2021-07-02,0
Hanoi,2021-07-02,1
Hatinh,2021-07-02,3
Haugiang,2021-07-02,0
Hoabinh,2021-07-02,0
Hochiminh,2021-07-02,418
Hungyen,2021-07-02,3
Khanhhoa,2021-07-02,5
Kiengiang,2021-07-02,1
Kontum,2021-07-02,0
Laichau,2021-07-02,0
Lamdong,2021-07-02,1
Langson,2021-07-02,0
Laocai,2021-07-02,0
Longan,2021-07-02,6
Namdinh,2021-07-02,0
Nghean,2021-07-02,2
Ninhbinh,2021-07-02,0
Ninhthuan,2021-07-02,0
Phutho,2021-07-02,0
Phuyen,2021-07-02,30
Quangbinh,2021-07-02,0
Quangnam,2021-07-02,0
Quangngai,2021-07-02,10
Quangninh,2021-07-02,0
Quangtri,2021-07-02,0
Soctrang,2021-07-02,0
Sonla,2021-07-02,0
Tayninh,2021-07-02,11
Thaibinh,2021-07-02,0
Thainguyen,2021-07-02,0
Thanhhoa,2021-07-02,2
Thuathienhue,2021-07-02,0
Tiengiang,2021-07-02,24
Travinh,2021-07-02,1
Tuyenquang,2021-07-02,0
Vinhlong,2021-07-02,0
Vinhphuc,2021-07-02,0
Yenbai,2021-07-02,0
Angiang,2021-07-03,2
Bacgiang,2021-07-03,1
Backan,2021-07-03,0
Baclieu,2021-07-03,2
Bacninh,2021-07-03,2
Bariavungtau,2021-07-03,0
Bentre,2021-07-03,0
Binhduong,2021-07-03,13
Binhphuoc,2021-07-03,0
Binhthuan,2021-07-03,0
Camau,2021-07-03,0
Cantho,2021-07-03,0
Caobang,2021-07-03,0
Daklak,2021-07-03,0
Daknong,2021-07-03,0
Danang,2021-07-03,3
Dienbien,2021-07-03,0
Dongnai,2021-07-03,32
Dongthap,2021-07-03,1
Gialai,2021-07-03,0
Hagiang,2021-07-03,0
Haiduong,2021-07-03,0
Haiphong,2021-07-03,0
Hanam,2021-07-03,0
Hanoi,2021-07-03,0
Hatinh,2021-07-03,0
Haugiang,2021-07-03,0
Hoabinh,2021-07-03,0
Hochiminh,2021-07-03,365
Hungyen,2021-07-03,10
Khanhhoa,2021-07-03,0
Kiengiang,2021-07-03,0
Kontum,2021-07-03,0
Laichau,2021-07-03,0
Lamdong,2021-07-03,0
Langson,2021-07-03,0
Laocai,2021-07-03,0
Longan,2021-07-03,2
Namdinh,2021-07-03,0
Nghean,2021-07-03,1
Ninhbinh,2021-07-03,0
Ninhthuan,2021-07-03,0
Phutho,2021-07-03,0
Phuyen,2021-07-03,30
Quangbinh,2021-07-03,0
Quangnam,2021-07-03,0
Quangngai,2021-07-03,10
Quangninh,2021-07-03,0
Quangtri,2021-07-03,0
Soctrang,2021-07-03,0
Sonla,2021-07-03,0
Tayninh,2021-07-03,12
Thaibinh,2021-07-03,0
Thainguyen,2021-07-03,0
Thanhhoa,2021-07-03,0
Thuathienhue,2021-07-03,0
Tiengiang,2021-07-03,0
Travinh,2021-07-03,0
Tuyenquang,2021-07-03,0
Vinhlong,2021-07-03,3
Vinhphuc,2021-07-03,0
Yenbai,2021-07-03,0
Angiang,2021-07-04,0
Bacgiang,2021-07-04,0
Backan,2021-07-04,0
Baclieu,2021-07-04,0
Bacninh,2021-07-04,0
Bariavungtau,2021-07-04,0
Bentre,2021-07-04,0
Binhduong,2021-07-04,0
Binhphuoc,2021-07-04,0
Binhthuan,2021-07-04,0
Camau,2021-07-04,0
Cantho,2021-07-04,0
Caobang,2021-07-04,0
Daklak,2021-07-04,0
Daknong,2021-07-04,0
Danang,2021-07-04,0
Dienbien,2021-07-04,0
Dongnai,2021-07-04,1
Dongthap,2021-07-04,0
Gialai,2021-07-04,0
Hagiang,2021-07-04,0
Haiduong,2021-07-04,0
Haiphong,2021-07-04,0
Hanam,2021-07-04,0
Hanoi,2021-07-04,0
Hatinh,2021-07-04,0
Haugiang,2021-07-04,0
Hoabinh,2021-07-04,0
Hochiminh,2021-07-04,0
Hungyen,2021-07-04,0
Khanhhoa,2021-07-04,0
Kiengiang,2021-07-04,0
Kontum,2021-07-04,0
Laichau,2021-07-04,0
Lamdong,2021-07-04,0
Langson,2021-07-04,0
Laocai,2021-07-04,0
Longan,2021-07-04,0
Namdinh,2021-07-04,0
Nghean,2021-07-04,0
Ninhbinh,2021-07-04,0
Ninhthuan,2021-07-04,0
Phutho,2021-07-04,0
Phuyen,2021-07-04,0
Quangbinh,2021-07-04,0
Quangnam,2021-07-04,0
Quangngai,2021-07-04,0
Quangninh,2021-07-04,0
Quangtri,2021-07-04,0
Soctrang,2021-07-04,0
Sonla,2021-07-04,0
Tayninh,2021-07-04,0
Thaibinh,2021-07-04,0
Thainguyen,2021-07-04,0
Thanhhoa,2021-07-04,0
Thuathienhue,2021-07-04,0
Tiengiang,2021-07-04,0
Travinh,2021-07-04,0
Tuyenquang,2021-07-04,0
Vinhlong,2021-07-04,0
Vinhphuc,2021-07-04,0
Yenbai,2021-07-04,0
Angiang,2021-07-05,8
Bacgiang,2021-07-05,4
Backan,2021-07-05,0
Baclieu,2021-07-05,1
Bacninh,2021-07-05,3
Bariavungtau,2021-07-05,7
Bentre,2021-07-05,0
Binhduong,2021-07-05,125
Binhphuoc,2021-07-05,1
Binhthuan,2021-07-05,0
Camau,2021-07-05,0
Cantho,2021-07-05,0
Caobang,2021-07-05,0
Daklak,2021-07-05,0
Daknong,2021-07-05,0
Danang,2021-07-05,1
Dienbien,2021-07-05,0
Dongnai,2021-07-05,8
Dongthap,2021-07-05,18
Gialai,2021-07-05,0
Hagiang,2021-07-05,0
Haiduong,2021-07-05,0
Haiphong,2021-07-05,2
Hanam,2021-07-05,0
Hanoi,2021-07-05,0
Hatinh,2021-07-05,1
Haugiang,2021-07-05,0
Hoabinh,2021-07-05,0
Hochiminh,2021-07-05,1107
Hungyen,2021-07-05,0
Khanhhoa,2021-07-05,10
Kiengiang,2021-07-05,5
Kontum,2021-07-05,0
Laichau,2021-07-05,0
Lamdong,2021-07-05,3
Langson,2021-07-05,0
Laocai,2021-07-05,0
Longan,2021-07-05,77
Namdinh,2021-07-05,0
Nghean,2021-07-05,16
Ninhbinh,2021-07-05,0
Ninhthuan,2021-07-05,1
Phutho,2021-07-05,0
Phuyen,2021-07-05,53
Quangbinh,2021-07-05,0
Quangnam,2021-07-05,0
Quangngai,2021-07-05,25
Quangninh,2021-07-05,0
Quangtri,2021-07-05,4
Soctrang,2021-07-05,0
Sonla,2021-07-05,0
Tayninh,2021-07-05,9
Thaibinh,2021-07-05,4
Thainguyen,2021-07-05,0
Thanhhoa,2021-07-05,0
Thuathienhue,2021-07-05,0
Tiengiang,2021-07-05,39
Travinh,2021-07-05,1
Tuyenquang,2021-07-05,0
Vinhlong,2021-07-05,5
Vinhphuc,2021-07-05,0
Yenbai,2021-07-05,0
Angiang,2021-07-06,0
Bacgiang,2021-07-06,0
Backan,2021-07-06,0
Baclieu,2021-07-06,0
Bacninh,2021-07-06,0
Bariavungtau,2021-07-06,0
Bentre,2021-07-06,0
Binhduong,2021-07-06,0
Binhphuoc,2021-07-06,0
Binhthuan,2021-07-06,0
Camau,2021-07-06,0
Cantho,2021-07-06,0
Caobang,2021-07-06,0
Daklak,2021-07-06,0
Daknong,2021-07-06,0
Danang,2021-07-06,0
Dienbien,2021-07-06,0
Dongnai,2021-07-06,13
Dongthap,2021-07-06,1
Gialai,2021-07-06,0
Hagiang,2021-07-06,0
Haiduong,2021-07-06,0
Haiphong,2021-07-06,0
Hanam,2021-07-06,0
Hanoi,2021-07-06,0
Hatinh,2021-07-06,0
Haugiang,2021-07-06,0
Hoabinh,2021-07-06,0
Hochiminh,2021-07-06,0
Hungyen,2021-07-06,0
Khanhhoa,2021-07-06,0
Kiengiang,2021-07-06,0
Kontum,2021-07-06,0
Laichau,2021-07-06,0
Lamdong,2021-07-06,0
Langson,2021-07-06,0
Laocai,2021-07-06,0
Longan,2021-07-06,0
Namdinh,2021-07-06,0
Nghean,2021-07-06,0
Ninhbinh,2021-07-06,0
Ninhthuan,2021-07-06,0
Phutho,2021-07-06,0
Phuyen,2021-07-06,0
Quangbinh,2021-07-06,1
Quangnam,2021-07-06,0
Quangngai,2021-07-06,0
Quangninh,2021-07-06,0
Quangtri,2021-07-06,0
Soctrang,2021-07-06,0
Sonla,2021-07-06,0
Tayninh,2021-07-06,0
Thaibinh,2021-07-06,0
Thainguyen,2021-07-06,0
Thanhhoa,2021-07-06,0
Thuathienhue,2021-07-06,0
Tiengiang,2021-07-06,0
Travinh,2021-07-06,0
Tuyenquang,2021-07-06,0
Vinhlong,2021-07-06,0
Vinhphuc,2021-07-06,0
Yenbai,2021-07-06,0
Angiang,2021-07-07,22
Bacgiang,2021-07-07,10
Backan,2021-07-07,0
Baclieu,2021-07-07,0
Bacninh,2021-07-07,5
Bariavungtau,2021-07-07,5
Bentre,2021-07-07,0
Binhduong,2021-07-07,131
Binhphuoc,2021-07-07,4
Binhthuan,2021-07-07,0
Camau,2021-07-07,0
Cantho,2021-07-07,0
Caobang,2021-07-07,0
Daklak,2021-07-07,0
Daknong,2021-07-07,0
Danang,2021-07-07,0
Dienbien,2021-07-07,0
Dongnai,2021-07-07,0
Dongthap,2021-07-07,164
Gialai,2021-07-07,0
Hagiang,2021-07-07,0
Haiduong,2021-07-07,0
Haiphong,2021-07-07,0
Hanam,2021-07-07,2
Hanoi,2021-07-07,10
Hatinh,2021-07-07,2
Haugiang,2021-07-07,0
Hoabinh,2021-07-07,0
Hochiminh,2021-07-07,1080
Hungyen,2021-07-07,14
Khanhhoa,2021-07-07,18
Kiengiang,2021-07-07,2
Kontum,2021-07-07,0
Laichau,2021-07-07,0
Lamdong,2021-07-07,1
Langson,2021-07-07,2
Laocai,2021-07-07,0
Longan,2021-07-07,21
Namdinh,2021-07-07,0
Nghean,2021-07-07,1
Ninhbinh,2021-07-07,0
Ninhthuan,2021-07-07,0
Phutho,2021-07-07,0
Phuyen,2021-07-07,65
Quangbinh,2021-07-07,0
Quangnam,2021-07-07,4
Quangngai,2021-07-07,4
Quangninh,2021-07-07,0
Quangtri,2021-07-07,0
Soctrang,2021-07-07,1
Sonla,2021-07-07,0
Tayninh,2021-07-07,3
Thaibinh,2021-07-07,0
Thainguyen,2021-07-07,0
Thanhhoa,2021-07-07,4
Thuathienhue,2021-07-07,0
Tiengiang,2021-07-07,11
Travinh,2021-07-07,12
Tuyenquang,2021-07-07,0
Vinhlong,2021-07-07,5
Vinhphuc,2021-07-07,0
Yenbai,2021-07-07,0
Angiang,2021-07-08,0
Bacgiang,2021-07-08,0
Backan,2021-07-08,0
Baclieu,2021-07-08,0
Bacninh,2021-07-08,0
Bariavungtau,2021-07-08,0
Bentre,2021-07-08,0
Binhduong,2021-07-08,0
Binhphuoc,2021-07-08,0
Binhthuan,2021-07-08,0
Camau,2021-07-08,0
Cantho,2021-07-08,0
Caobang,2021-07-08,0
Daklak,2021-07-08,0
Daknong,2021-07-08,0
Danang,2021-07-08,0
Dienbien,2021-07-08,0
Dongnai,2021-07-08,0
Dongthap,2021-07-08,0
Gialai,2021-07-08,0
Hagiang,2021-07-08,0
Haiduong,2021-07-08,0
Haiphong,2021-07-08,0
Hanam,2021-07-08,0
Hanoi,2021-07-08,0
Hatinh,2021-07-08,0
Haugiang,2021-07-08,1
Hoabinh,2021-07-08,0
Hochiminh,2021-07-08,0
Hungyen,2021-07-08,0
Khanhhoa,2021-07-08,0
Kiengiang,2021-07-08,0
Kontum,2021-07-08,0
Laichau,2021-07-08,0
Lamdong,2021-07-08,0
Langson,2021-07-08,0
Laocai,2021-07-08,0
Longan,2021-07-08,0
Namdinh,2021-07-08,0
Nghean,2021-07-08,0
Ninhbinh,2021-07-08,0
Ninhthuan,2021-07-08,0
Phutho,2021-07-08,0
Phuyen,2021-07-08,0
Quangbinh,2021-07-08,0
Quangnam,2021-07-08,0
Quangngai,2021-07-08,0
Quangninh,2021-07-08,0
Quangtri,2021-07-08,0
Soctrang,2021-07-08,0
Sonla,2021-07-08,0
Tayninh,2021-07-08,0
Thaibinh,2021-07-08,0
Thainguyen,2021-07-08,0
Thanhhoa,2021-07-08,0
Thuathienhue,2021-07-08,0
Tiengiang,2021-07-08,0
Travinh,2021-07-08,0
Tuyenquang,2021-07-08,0
Vinhlong,2021-07-08,0
Vinhphuc,2021-07-08,0
Yenbai,2021-07-08,0
Angiang,2021-07-09,0
Bacgiang,2021-07-09,0
Backan,2021-07-09,0
Baclieu,2021-07-09,0
Bacninh,2021-07-09,0
Bariavungtau,2021-07-09,0
Bentre,2021-07-09,0
Binhduong,2021-07-09,0
Binhphuoc,2021-07-09,0
Binhthuan,2021-07-09,0
Camau,2021-07-09,0
Cantho,2021-07-09,0
Caobang,2021-07-09,0
Daklak,2021-07-09,0
Daknong,2021-07-09,1
Danang,2021-07-09,0
Dienbien,2021-07-09,0
Dongnai,2021-07-09,0
Dongthap,2021-07-09,0
Gialai,2021-07-09,0
Hagiang,2021-07-09,0
Haiduong,2021-07-09,0
Haiphong,2021-07-09,0
Hanam,2021-07-09,0
Hanoi,2021-07-09,0
Hatinh,2021-07-09,0
Haugiang,2021-07-09,4
Hoabinh,2021-07-09,0
Hochiminh,2021-07-09,0
Hungyen,2021-07-09,0
Khanhhoa,2021-07-09,0
Kiengiang,2021-07-09,0
Kontum,2021-07-09,0
Laichau,2021-07-09,0
Lamdong,2021-07-09,0
Langson,2021-07-09,0
Laocai,2021-07-09,0
Longan,2021-07-09,0
Namdinh,2021-07-09,0
Nghean,2021-07-09,0
Ninhbinh,2021-07-09,0
Ninhthuan,2021-07-09,0
Phutho,2021-07-09,0
Phuyen,2021-07-09,0
Quangbinh,2021-07-09,0
Quangnam,2021-07-09,0
Quangngai,2021-07-09,0
Quangninh,2021-07-09,0
Quangtri,2021-07-09,0
Soctrang,2021-07-09,0
Sonla,2021-07-09,0
Tayninh,2021-07-09,0
Thaibinh,2021-07-09,0
Thainguyen,2021-07-09,0
Thanhhoa,2021-07-09,0
Thuathienhue,2021-07-09,0
Tiengiang,2021-07-09,0
Travinh,2021-07-09,0
Tuyenquang,2021-07-09,0
Vinhlong,2021-07-09,0
Vinhphuc,2021-07-09,0
Yenbai,2021-07-09,0
Angiang,2021-07-10,6
Bacgiang,2021-07-10,10
Backan,2021-07-10,0
Baclieu,2021-07-10,2
Bacninh,2021-07-10,15
