region,date,confirm
Vinhphuc,2021-06-09,0
Yenbai,2021-06-09,0
Angiang,2021-06-10,1
Bacgiang,2021-06-10,95
Backan,2021-06-10,0
Baclieu,2021-06-10,0
Bacninh,2021-06-10,43
Bariavungtau,2021-06-10,0
Bentre,2021-06-10,0
Binhduong,2021-06-10,0
Binhphuoc,2021-06-10,0
Binhthuan,2021-06-10,0
Camau,2021-06-10,0
Cantho,2021-06-10,0
Caobang,2021-06-10,0
Daklak,2021-06-10,0
Daknong,2021-06-10,0
Danang,2021-06-10,0
Dienbien,2021-06-10,0
Dongnai,2021-06-10,0
Dongthap,2021-06-10,0
Gialai,2021-06-10,0
Hagiang,2021-06-10,0
Haiduong,2021-06-10,0
Haiphong,2021-06-10,0
Hanam,2021-06-10,0
Hanoi,2021-06-10,3
Hatinh,2021-06-10,5
Haugiang,2021-06-10,0
Hoabinh,2021-06-10,0
Hochiminh,2021-06-10,61
Hungyen,2021-06-10,0
Khanhhoa,2021-06-10,0
Kiengiang,2021-06-10,0
Kontum,2021-06-10,0
Laichau,2021-06-10,0
Lamdong,2021-06-10,0
Langson,2021-06-10,1
Laocai,2021-06-10,0
Longan,2021-06-10,5
Namdinh,2021-06-10,0
Nghean,2021-06-10,0
Ninhbinh,2021-06-10,0
Ninhthuan,2021-06-10,0
Phutho,2021-06-10,0
Phuyen,2021-06-10,0
Quangbinh,2021-06-10,0
Quangnam,2021-06-10,0
Quangngai,2021-06-10,0
Quangninh,2021-06-10,0
Quangtri,2021-06-10,0
Soctrang,2021-06-10,0
Sonla,2021-06-10,0
Tayninh,2021-06-10,2
Thaibinh,2021-06-10,0
Thainguyen,2021-06-10,0
Thanhhoa,2021-06-10,0
Thuathienhue,2021-06-10,0
Tiengiang,2021-06-10,1
Travinh,2021-06-10,0
Tuyenquang,2021-06-10,0
Vinhlong,2021-06-10,0
Vinhphuc,2021-06-10,0
Yenbai,2021-06-10,0
Angiang,2021-06-11,0
Bacgiang,2021-06-11,96
Backan,2021-06-11,0
Baclieu,2021-06-11,0
Bacninh,2021-06-11,27
Bariavungtau,2021-06-11,11
Bentre,2021-06-11,0
Binhduong,2021-06-11,0
Binhphuoc,2021-06-11,0
Binhthuan,2021-06-11,0
Camau,2021-06-11,0
Cantho,2021-06-11,0
Caobang,2021-06-11,0
Daklak,2021-06-11,0
Daknong,2021-06-11,0
Danang,2021-06-11,0
Dienbien,2021-06-11,0
Dongnai,2021-06-11,0
Dongthap,2021-06-11,0
Gialai,2021-06-11,0
Hagiang,2021-06-11,0
Haiduong,2021-06-11,0
Haiphong,2021-06-11,0
Hanam,2021-06-11,0
Hanoi,2021-06-11,5
Hatinh,2021-06-11,8
Haugiang,2021-06-11,0
Hoabinh,2021-06-11,0
Hochiminh,2021-06-11,48
Hungyen,2021-06-11,0
Khanhhoa,2021-06-11,0
Kiengiang,2021-06-11,0
Kontum,2021-06-11,0
Laichau,2021-06-11,0
Lamdong,2021-06-11,0
Langson,2021-06-11,0
Laocai,2021-06-11,0
Longan,2021-06-11,0
Namdinh,2021-06-11,0
Nghean,2021-06-11,0
Ninhbinh,2021-06-11,0
Ninhthuan,2021-06-11,0
Phutho,2021-06-11,0
Phuyen,2021-06-11,0
Quangbinh,2021-06-11,0
Quangnam,2021-06-11,0
Quangngai,2021-06-11,0
Quangninh,2021-06-11,0
Quangtri,2021-06-11,0
Soctrang,2021-06-11,0
Sonla,2021-06-11,0
Tayninh,2021-06-11,1
Thaibinh,2021-06-11,0
Thainguyen,2021-06-11,0
Thanhhoa,2021-06-11,0
Thuathienhue,2021-06-11,0
Tiengiang,2021-06-11,0
Travinh,2021-06-11,0
Tuyenquang,2021-06-11,0
Vinhlong,2021-06-11,0
Vinhphuc,2021-06-11,0
Yenbai,2021-06-11,0
Angiang,2021-06-12,7
Bacgiang,2021-06-12,1692
Backan,2021-06-12,0
Baclieu,2021-06-12,0
Bacninh,2021-06-12,276
Bariavungtau,2021-06-12,0
Bentre,2021-06-12,0
Binhduong,2021-06-12,132
Binhphuoc,2021-06-12,0
Binhthuan,2021-06-12,0
Camau,2021-06-12,1
Cantho,2021-06-12,0
Caobang,2021-06-12,0
Daklak,2021-06-12,0
Daknong,2021-06-12,0
Danang,2021-06-12,40
Dienbien,2021-06-12,0
Dongnai,2021-06-12,0
Dongthap,2021-06-12,1
Gialai,2021-06-12,1
Hagiang,2021-06-12,0
Haiduong,2021-06-12,0
Haiphong,2021-06-12,0
Hanam,2021-06-12,0
Hanoi,2021-06-12,12
Hatinh,2021-06-12,57
Haugiang,2021-06-12,0
Hoabinh,2021-06-12,5
Hochiminh,2021-06-12,1264
Hungyen,2021-06-12,1
Khanhhoa,2021-06-12,3
Kiengiang,2021-06-12,5
Kontum,2021-06-12,0
Laichau,2021-06-12,0
Lamdong,2021-06-12,0
Langson,2021-06-12,8
Laocai,2021-06-12,2
Longan,2021-06-12,7
Namdinh,2021-06-12,1
Nghean,2021-06-12,33
Ninhbinh,2021-06-12,8
Ninhthuan,2021-06-12,0
Phutho,2021-06-12,1
Phuyen,2021-06-12,0
Quangbinh,2021-06-12,0
Quangnam,2021-06-12,7
Quangngai,2021-06-12,0
Quangninh,2021-06-12,0
Quangtri,2021-06-12,0
Soctrang,2021-06-12,0
Sonla,2021-06-12,0
Tayninh,2021-06-12,22
Thaibinh,2021-06-12,1
Thainguyen,2021-06-12,0
Thanhhoa,2021-06-12,0
Thuathienhue,2021-06-12,0
Tiengiang,2021-06-12,43
Travinh,2021-06-12,1
Tuyenquang,2021-06-12,0
Vinhlong,2021-06-12,3
Vinhphuc,2021-06-12,0
Yenbai,2021-06-12,0
Angiang,2021-06-13,0
Bacgiang,2021-06-13,0
Backan,2021-06-13,0
Baclieu,2021-06-13,0
Bacninh,2021-06-13,0
Bariavungtau,2021-06-13,0
Bentre,2021-06-13,0
Binhduong,2021-06-13,0
Binhphuoc,2021-06-13,0
Binhthuan,2021-06-13,0
Camau,2021-06-13,0
Cantho,2021-06-13,0
Caobang,2021-06-13,0
Daklak,2021-06-13,0
Daknong,2021-06-13,0
Danang,2021-06-13,0
Dienbien,2021-06-13,0
Dongnai,2021-06-13,0
Dongthap,2021-06-13,0
Gialai,2021-06-13,0
Hagiang,2021-06-13,0
Haiduong,2021-06-13,0
Haiphong,2021-06-13,0
Hanam,2021-06-13,0
Hanoi,2021-06-13,0
Hatinh,2021-06-13,0
Haugiang,2021-06-13,0
Hoabinh,2021-06-13,0
Hochiminh,2021-06-13,0
Hungyen,2021-06-13,0
Khanhhoa,2021-06-13,0
Kiengiang,2021-06-13,0
Kontum,2021-06-13,0
Laichau,2021-06-13,0
Lamdong,2021-06-13,0
Langson,2021-06-13,0
Laocai,2021-06-13,0
Longan,2021-06-13,0
Namdinh,2021-06-13,0
Nghean,2021-06-13,0
Ninhbinh,2021-06-13,0
Ninhthuan,2021-06-13,0
Phutho,2021-06-13,0
Phuyen,2021-06-13,0
Quangbinh,2021-06-13,0
Quangnam,2021-06-13,0
Quangngai,2021-06-13,0
Quangninh,2021-06-13,0
Quangtri,2021-06-13,0
Soctrang,2021-06-13,0
Sonla,2021-06-13,0
Tayninh,2021-06-13,0
Thaibinh,2021-06-13,0
Thainguyen,2021-06-13,0
Thanhhoa,2021-06-13,0
Thuathienhue,2021-06-13,0
Tiengiang,2021-06-13,0
Travinh,2021-06-13,0
Tuyenquang,2021-06-13,0
Vinhlong,2021-06-13,0
Vinhphuc,2021-06-13,0
Yenbai,2021-06-13,0
Angiang,2021-06-14,0
Bacgiang,2021-06-14,0
Backan,2021-06-14,1
Baclieu,2021-06-14,0
Bacninh,2021-06-14,0
Bariavungtau,2021-06-14,0
Bentre,2021-06-14,0
Binhduong,2021-06-14,0
Binhphuoc,2021-06-14,0
Binhthuan,2021-06-14,0
Camau,2021-06-14,0
Cantho,2021-06-14,0
Caobang,2021-06-14,0
Daklak,2021-06-14,0
Daknong,2021-06-14,0
Danang,2021-06-14,0
Dienbien,2021-06-14,0
Dongnai,2021-06-14,0
Dongthap,2021-06-14,0
Gialai,2021-06-14,0
Hagiang,2021-06-14,0
Haiduong,2021-06-14,0
Haiphong,2021-06-14,0
Hanam,2021-06-14,0
Hanoi,2021-06-14,0
Hatinh,2021-06-14,0
Haugiang,2021-06-14,0
Hoabinh,2021-06-14,0
Hochiminh,2021-06-14,0
Hungyen,2021-06-14,0
Khanhhoa,2021-06-14,0
Kiengiang,2021-06-14,0
Kontum,2021-06-14,0
Laichau,2021-06-14,0
Lamdong,2021-06-14,0
Langson,2021-06-14,0
Laocai,2021-06-14,0
Longan,2021-06-14,0
Namdinh,2021-06-14,0
Nghean,2021-06-14,0
Ninhbinh,2021-06-14,0
Ninhthuan,2021-06-14,0
Phutho,2021-06-14,0
Phuyen,2021-06-14,0
Quangbinh,2021-06-14,0
Quangnam,2021-06-14,0
Quangngai,2021-06-14,0
Quangninh,2021-06-14,0
Quangtri,2021-06-14,0
Soctrang,2021-06-14,0
Sonla,2021-06-14,0
Tayninh,2021-06-14,0
Thaibinh,2021-06-14,0
Thainguyen,2021-06-14,0
Thanhhoa,2021-06-14,0
Thuathienhue,2021-06-14,0
Tiengiang,2021-06-14,0
Travinh,2021-06-14,0
Tuyenquang,2021-06-14,0
Vinhlong,2021-06-14,0
Vinhphuc,2021-06-14,0
Yenbai,2021-06-14,0
Angiang,2021-06-15,0
Bacgiang,2021-06-15,0
Backan,2021-06-15,0
Baclieu,2021-06-15,0
Bacninh,2021-06-15,0
Bariavungtau,2021-06-15,0
Bentre,2021-06-15,0
Binhduong,2021-06-15,0
Binhphuoc,2021-06-15,0
Binhthuan,2021-06-15,0
Camau,2021-06-15,0
Cantho,2021-06-15,0
Caobang,2021-06-15,0
Daklak,2021-06-15,0
Daknong,2021-06-15,0
Danang,2021-06-15,0
Dienbien,2021-06-15,0
Dongnai,2021-06-15,0
Dongthap,2021-06-15,0
Gialai,2021-06-15,0
Hagiang,2021-06-15,0
Haiduong,2021-06-15,0
Haiphong,2021-06-15,0
Hanam,2021-06-15,0
Hanoi,2021-06-15,0
Hatinh,2021-06-15,0
Haugiang,2021-06-15,0
Hoabinh,2021-06-15,0
Hochiminh,2021-06-15,0
Hungyen,2021-06-15,0
Khanhhoa,2021-06-15,0
Kiengiang,2021-06-15,0
Kontum,2021-06-15,0
Laichau,2021-06-15,0
Lamdong,2021-06-15,0
Langson,2021-06-15,0
Laocai,2021-06-15,0
Longan,2021-06-15,0
Namdinh,2021-06-15,0
Nghean,2021-06-15,0
Ninhbinh,2021-06-15,0
Ninhthuan,2021-06-15,0
Phutho,2021-06-15,0
Phuyen,2021-06-15,0
Quangbinh,2021-06-15,0
Quangnam,2021-06-15,0
Quangngai,2021-06-15,0
Quangninh,2021-06-15,0
Quangtri,2021-06-15,0
Soctrang,2021-06-15,0
Sonla,2021-06-15,0
Tayninh,2021-06-15,0
Thaibinh,2021-06-15,0
Thainguyen,2021-06-15,0
Thanhhoa,2021-06-15,0
Thuathienhue,2021-06-15,0
Tiengiang,2021-06-15,0
Travinh,2021-06-15,0
Tuyenquang,2021-06-15,0
Vinhlong,2021-06-15,0
Vinhphuc,2021-06-15,0
Yenbai,2021-06-15,0
Angiang,2021-06-16,0
Bacgiang,2021-06-16,0
Backan,2021-06-16,1
Baclieu,2021-06-16,0
Bacninh,2021-06-16,0
Bariavungtau,2021-06-16,0
Bentre,2021-06-16,0
Binhduong,2021-06-16,0
Binhphuoc,2021-06-16,0
Binhthuan,2021-06-16,0
Camau,2021-06-16,0
Cantho,2021-06-16,0
Caobang,2021-06-16,0
Daklak,2021-06-16,0
Daknong,2021-06-16,0
Danang,2021-06-16,0
Dienbien,2021-06-16,0
Dongnai,2021-06-16,0
Dongthap,2021-06-16,0
Gialai,2021-06-16,0
Hagiang,2021-06-16,0
Haiduong,2021-06-16,0
Haiphong,2021-06-16,0
Hanam,2021-06-16,0
Hanoi,2021-06-16,0
Hatinh,2021-06-16,0
Haugiang,2021-06-16,0
Hoabinh,2021-06-16,0
Hochiminh,2021-06-16,0
Hungyen,2021-06-16,0
Khanhhoa,2021-06-16,0
Kiengiang,2021-06-16,0
Kontum,2021-06-16,0
Laichau,2021-06-16,0
Lamdong,2021-06-16,0
Langson,2021-06-16,0
Laocai,2021-06-16,0
Longan,2021-06-16,0
Namdinh,2021-06-16,0
Nghean,2021-06-16,0
Ninhbinh,2021-06-16,0
Ninhthuan,2021-06-16,0
Phutho,2021-06-16,0
Phuyen,2021-06-16,0
Quangbinh,2021-06-16,0
Quangnam,2021-06-16,0
Quangngai,2021-06-16,0
Quangninh,2021-06-16,0
Quangtri,2021-06-16,0
Soctrang,2021-06-16,0
Sonla,2021-06-16,0
Tayninh,2021-06-16,0
Thaibinh,2021-06-16,0
Thainguyen,2021-06-16,0
Thanhhoa,2021-06-16,0
Thuathienhue,2021-06-16,0
Tiengiang,2021-06-16,0
Travinh,2021-06-16,0
Tuyenquang,2021-06-16,0
Vinhlong,2021-06-16,0
Vinhphuc,2021-06-16,0
Yenbai,2021-06-16,0
Angiang,2021-06-17,0
Bacgiang,2021-06-17,0
Backan,2021-06-17,0
Baclieu,2021-06-17,0
Bacninh,2021-06-17,0
Bariavungtau,2021-06-17,0
Bentre,2021-06-17,0
Binhduong,2021-06-17,0
Binhphuoc,2021-06-17,0
Binhthuan,2021-06-17,0
Camau,2021-06-17,0
Cantho,2021-06-17,0
Caobang,2021-06-17,0
Daklak,2021-06-17,0
Daknong,2021-06-17,0
Danang,2021-06-17,0
Dienbien,2021-06-17,0
Dongnai,2021-06-17,0
Dongthap,2021-06-17,0
Gialai,2021-06-17,0
Hagiang,2021-06-17,0
Haiduong,2021-06-17,0
Haiphong,2021-06-17,0
Hanam,2021-06-17,0
Hanoi,2021-06-17,0
Hatinh,2021-06-17,0
Haugiang,2021-06-17,0
Hoabinh,2021-06-17,0
Hochiminh,2021-06-17,0
Hungyen,2021-06-17,0
Khanhhoa,2021-06-17,0
Kiengiang,2021-06-17,0
Kontum,2021-06-17,0
Laichau,2021-06-17,0
Lamdong,2021-06-17,0
Langson,2021-06-17,0
Laocai,2021-06-17,0
Longan,2021-06-17,0
Namdinh,2021-06-17,0
Nghean,2021-06-17,0
Ninhbinh,2021-06-17,0
Ninhthuan,2021-06-17,0
Phutho,2021-06-17,0
Phuyen,2021-06-17,0
Quangbinh,2021-06-17,0
Quangnam,2021-06-17,0
Quangngai,2021-06-17,0
Quangninh,2021-06-17,0
Quangtri,2021-06-17,0
Soctrang,2021-06-17,0
Sonla,2021-06-17,0
Tayninh,2021-06-17,0
Thaibinh,2021-06-17,0
Thainguyen,2021-06-17,0
Thanhhoa,2021-06-17,0
Thuathienhue,2021-06-17,0
Tiengiang,2021-06-17,0
Travinh,2021-06-17,0
Tuyenquang,2021-06-17,0
Vinhlong,2021-06-17,0
Vinhphuc,2021-06-17,0
Yenbai,2021-06-17,0
Angiang,2021-06-18,0
Bacgiang,2021-06-18,0
Backan,2021-06-18,0
Baclieu,2021-06-18,0
Bacninh,2021-06-18,0
Bariavungtau,2021-06-18,0
Bentre,2021-06-18,0
Binhduong,2021-06-18,0
Binhphuoc,2021-06-18,0
Binhthuan,2021-06-18,0
Camau,2021-06-18,0
Cantho,2021-06-18,0
Caobang,2021-06-18,0
Daklak,2021-06-18,0
Daknong,2021-06-18,0
Danang,2021-06-18,0
Dienbien,2021-06-18,0
Dongnai,2021-06-18,0
Dongthap,2021-06-18,0
Gialai,2021-06-18,0
Hagiang,2021-06-18,0
Haiduong,2021-06-18,0
Haiphong,2021-06-18,0
Hanam,2021-06-18,0
Hanoi,2021-06-18,0
Hatinh,2021-06-18,0
Haugiang,2021-06-18,0
Hoabinh,2021-06-18,0
Hochiminh,2021-06-18,0
Hungyen,2021-06-18,0
Khanhhoa,2021-06-18,0
Kiengiang,2021-06-18,0
Kontum,2021-06-18,0
Laichau,2021-06-18,0
Lamdong,2021-06-18,0
Langson,2021-06-18,0
Laocai,2021-06-18,0
Longan,2021-06-18,0
Namdinh,2021-06-18,0
Nghean,2021-06-18,0
Ninhbinh,2021-06-18,0
Ninhthuan,2021-06-18,0
Phutho,2021-06-18,0
Phuyen,2021-06-18,0
Quangbinh,2021-06-18,0
Quangnam,2021-06-18,0
Quangngai,2021-06-18,0
Quangninh,2021-06-18,0
Quangtri,2021-06-18,0
Soctrang,2021-06-18,0
Sonla,2021-06-18,0
Tayninh,2021-06-18,0
Thaibinh,2021-06-18,0
Thainguyen,2021-06-18,0
Thanhhoa,2021-06-18,0
Thuathienhue,2021-06-18,0
Tiengiang,2021-06-18,0
Travinh,2021-06-18,0
Tuyenquang,2021-06-18,0
Vinhlong,2021-06-18,0
Vinhphuc,2021-06-18,0
Yenbai,2021-06-18,0
Angiang,2021-06-19,0
Bacgiang,2021-06-19,0
Backan,2021-06-19,0
Baclieu,2021-06-19,0
Bacninh,2021-06-19,0
Bariavungtau,2021-06-19,0
Bentre,2021-06-19,0
Binhduong,2021-06-19,0
Binhphuoc,2021-06-19,0
Binhthuan,2021-06-19,0
Camau,2021-06-19,0
Cantho,2021-06-19,0
Caobang,2021-06-19,0
Daklak,2021-06-19,0
Daknong,2021-06-19,0
Danang,2021-06-19,0
Dienbien,2021-06-19,0
Dongnai,2021-06-19,2
Dongthap,2021-06-19,0
Gialai,2021-06-19,0
Hagiang,2021-06-19,0
Haiduong,2021-06-19,0
Haiphong,2021-06-19,0
Hanam,2021-06-19,0
Hanoi,2021-06-19,0
Hatinh,2021-06-19,0
Haugiang,2021-06-19,0
Hoabinh,2021-06-19,0
Hochiminh,2021-06-19,0
Hungyen,2021-06-19,0
Khanhhoa,2021-06-19,0
Kiengiang,2021-06-19,0
Kontum,2021-06-19,0
Laichau,2021-06-19,0
Lamdong,2021-06-19,0
Langson,2021-06-19,0
Laocai,2021-06-19,0
Longan,2021-06-19,0
Namdinh,2021-06-19,0
Nghean,2021-06-19,0
Ninhbinh,2021-06-19,0
Ninhthuan,2021-06-19,0
Phutho,2021-06-19,0
Phuyen,2021-06-19,0
Quangbinh,2021-06-19,0
Quangnam,2021-06-19,0
Quangngai,2021-06-19,0
Quangninh,2021-06-19,0
Quangtri,2021-06-19,0
Soctrang,2021-06-19,0
Sonla,2021-06-19,0
Tayninh,2021-06-19,0
Thaibinh,2021-06-19,0
Thainguyen,2021-06-19,0
Thanhhoa,2021-06-19,0
Thuathienhue,2021-06-19,0
Tiengiang,2021-06-19,0
Travinh,2021-06-19,0
Tuyenquang,2021-06-19,0
Vinhlong,2021-06-19,0
Vinhphuc,2021-06-19,0
Yenbai,2021-06-19,0
Angiang,2021-06-20,0
Bacgiang,2021-06-20,0
Backan,2021-06-20,0
Baclieu,2021-06-20,0
Bacninh,2021-06-20,0
Bariavungtau,2021-06-20,0
Bentre,2021-06-20,0
Binhduong,2021-06-20,0
Binhphuoc,2021-06-20,0
Binhthuan,2021-06-20,0
Camau,2021-06-20,0
Cantho,2021-06-20,0
Caobang,2021-06-20,0
Daklak,2021-06-20,0
Daknong,2021-06-20,0
Danang,2021-06-20,0
Dienbien,2021-06-20,0
Dongnai,2021-06-20,0
Dongthap,2021-06-20,0
Gialai,2021-06-20,0
Hagiang,2021-06-20,0
Haiduong,2021-06-20,0
Haiphong,2021-06-20,0
Hanam,2021-06-20,0
Hanoi,2021-06-20,0
Hatinh,2021-06-20,0
Haugiang,2021-06-20,0
Hoabinh,2021-06-20,0
Hochiminh,2021-06-20,0
Hungyen,2021-06-20,0
Khanhhoa,2021-06-20,0
Kiengiang,2021-06-20,0
Kontum,2021-06-20,0
Laichau,2021-06-20,0
Lamdong,2021-06-20,0
Langson,2021-06-20,0
Laocai,2021-06-20,0
Longan,2021-06-20,0
Namdinh,2021-06-20,0
Nghean,2021-06-20,0
Ninhbinh,2021-06-20,0
Ninhthuan,2021-06-20,0
Phutho,2021-06-20,0
Phuyen,2021-06-20,0
Quangbinh,2021-06-20,0
Quangnam,2021-06-20,0
Quangngai,2021-06-20,0
Quangninh,2021-06-20,0
Quangtri,2021-06-20,0
Soctrang,2021-06-20,0
Sonla,2021-06-20,0
Tayninh,2021-06-20,0
Thaibinh,2021-06-20,0
Thainguyen,2021-06-20,0
Thanhhoa,2021-06-20,0
Thuathienhue,2021-06-20,0
Tiengiang,2021-06-20,0
Travinh,2021-06-20,0
Tuyenquang,2021-06-20,0
Vinhlong,2021-06-20,0
Vinhphuc,2021-06-20,0
Yenbai,2021-06-20,0
Angiang,2021-06-21,0
Bacgiang,2021-06-21,0
Backan,2021-06-21,0
Baclieu,2021-06-21,0
Bacninh,2021-06-21,0
Bariavungtau,2021-06-21,0
Bentre,2021-06-21,0
Binhduong,2021-06-21,0
Binhphuoc,2021-06-21,0
Binhthuan,2021-06-21,0
Camau,2021-06-21,0
Cantho,2021-06-21,0
Caobang,2021-06-21,0
Daklak,2021-06-21,0
Daknong,2021-06-21,0
Danang,2021-06-21,0
Dienbien,2021-06-21,0
Dongnai,2021-06-21,0
Dongthap,2021-06-21,0
Gialai,2021-06-21,0
Hagiang,2021-06-21,0
Haiduong,2021-06-21,0
Haiphong,2021-06-21,0
Hanam,2021-06-21,0
Hanoi,2021-06-21,0
Hatinh,2021-06-21,0
Haugiang,2021-06-21,0
Hoabinh,2021-06-21,0
Hochiminh,2021-06-21,0
Hungyen,2021-06-21,0
Khanhhoa,2021-06-21,0
Kiengiang,2021-06-21,0
Kontum,2021-06-21,0
Laichau,2021-06-21,0
Lamdong,2021-06-21,0
Langson,2021-06-21,0
Laocai,2021-06-21,0
Longan,2021-06-21,0
Namdinh,2021-06-21,0
Nghean,2021-06-21,0
Ninhbinh,2021-06-21,0
Ninhthuan,2021-06-21,0
Phutho,2021-06-21,0
Phuyen,2021-06-21,0
Quangbinh,2021-06-21,0
Quangnam,2021-06-21,0
Quangngai,2021-06-21,0
Quangninh,2021-06-21,0
Quangtri,2021-06-21,0
Soctrang,2021-06-21,0
Sonla,2021-06-21,0
Tayninh,2021-06-21,0
Thaibinh,2021-06-21,0
Thainguyen,2021-06-21,0
Thanhhoa,2021-06-21,0
Thuathienhue,2021-06-21,0
Tiengiang,2021-06-21,0
Travinh,2021-06-21,0
Tuyenquang,2021-06-21,0
Vinhlong,2021-06-21,0
Vinhphuc,2021-06-21,0
Yenbai,2021-06-21,0
Angiang,2021-06-22,0
Bacgiang,2021-06-22,0
Baclieu,2021-06-22,0
Bacninh,2021-06-22,0
Bariavungtau,2021-06-22,0
Bentre,2021-06-22,0
Binhduong,2021-06-22,0
Binhthuan,2021-06-22,0
Camau,2021-06-22,0
Cantho,2021-06-22,0
Daklak,2021-06-22,0
Danang,2021-06-22,0
Dienbien,2021-06-22,0
Dongthap,2021-06-22,0
Gialai,2021-06-22,0
Hagiang,2021-06-22,0
Haiduong,2021-06-22,0
Haiphong,2021-06-22,0
Hanam,2021-06-22,0
Hanoi,2021-06-22,0
Hatinh,2021-06-22,0
Hoabinh,2021-06-22,0
Hochiminh,2021-06-22,0
Hungyen,2021-06-22,0
Khanhhoa,2021-06-22,0
Kiengiang,2021-06-22,0
Laichau,2021-06-22,0
Langson,2021-06-22,0
Laocai,2021-06-22,0
Longan,2021-06-22,0
Namdinh,2021-06-22,0
Nghean,2021-06-22,0
Ninhbinh,2021-06-22,0
Ninhthuan,2021-06-22,0
Phutho,2021-06-22,0
Phuyen,2021-06-22,0
Quangnam,2021-06-22,0
Quangngai,2021-06-22,0
Quangninh,2021-06-22,0
Quangtri,2021-06-22,0
Soctrang,2021-06-22,0
Sonla,2021-06-22,0
Tayninh,2021-06-22,0
Thaibinh,2021-06-22,0
Thainguyen,2021-06-22,0
Thanhhoa,2021-06-22,0
Thuathienhue,2021-06-22,0
Tiengiang,2021-06-22,0
Travinh,2021-06-22,0
Tuyenquang,2021-06-22,0
Vinhlong,2021-06-22,0
Vinhphuc,2021-06-22,0
Yenbai,2021-06-22,0
Angiang,2021-06-23,0
Bacgiang,2021-06-23,23
Backan,2021-06-23,1
Baclieu,2021-06-23,0
Bacninh,2021-06-23,9
Bariavungtau,2021-06-23,0
Bentre,2021-06-23,0
Binhduong,2021-06-23,22
Binhphuoc,2021-06-23,0
Binhthuan,2021-06-23,0
Camau,2021-06-23,0
Cantho,2021-06-23,0
Caobang,2021-06-23,0
Daklak,2021-06-23,0
Daknong,2021-06-23,0
Danang,2021-06-23,0
Dienbien,2021-06-23,0
Dongnai,2021-06-23,1
Dongthap,2021-06-23,0
Gialai,2021-06-23,0
Hagiang,2021-06-23,0
Haiduong,2021-06-23,0
Haiphong,2021-06-23,0
Hanam,2021-06-23,0
Hanoi,2021-06-23,1
Hatinh,2021-06-23,0
Haugiang,2021-06-23,0
Hoabinh,2021-06-23,0
Hochiminh,2021-06-23,154
Hungyen,2021-06-23,6
Khanhhoa,2021-06-23,0
Kiengiang,2021-06-23,2
Kontum,2021-06-23,0
Laichau,2021-06-23,0
Lamdong,2021-06-23,0
Langson,2021-06-23,0
Laocai,2021-06-23,2
Longan,2021-06-23,2
Namdinh,2021-06-23,0
Nghean,2021-06-23,3
Ninhbinh,2021-06-23,2
Ninhthuan,2021-06-23,0
Phutho,2021-06-23,0
Phuyen,2021-06-23,0
Quangbinh,2021-06-23,0
Quangnam,2021-06-23,0
Quangngai,2021-06-23,0
Quangninh,2021-06-23,0
Quangtri,2021-06-23,0
Soctrang,2021-06-23,0
Sonla,2021-06-23,0
Tayninh,2021-06-23,0
Thaibinh,2021-06-23,0
Thainguyen,2021-06-23,0
Thanhhoa,2021-06-23,0
Thuathienhue,2021-06-23,0
Tiengiang,2021-06-23,0
Travinh,2021-06-23,5
Tuyenquang,2021-06-23,0
Vinhlong,2021-06-23,0
Vinhphuc,2021-06-23,0
Yenbai,2021-06-23,0
Angiang,2021-06-24,0
Bacgiang,2021-06-24,17
Backan,2021-06-24,0
Baclieu,2021-06-24,0
Bacninh,2021-06-24,9
Bariavungtau,2021-06-24,0
Bentre,2021-06-24,0
Binhduong,2021-06-24,27
Binhphuoc,2021-06-24,0
Binhthuan,2021-06-24,0
Camau,2021-06-24,0
Cantho,2021-06-24,0
Caobang,2021-06-24,0
Daklak,2021-06-24,0
Daknong,2021-06-24,0
Danang,2021-06-24,6
Dienbien,2021-06-24,0
Dongnai,2021-06-24,0
Dongthap,2021-06-24,0
Gialai,2021-06-24,0
Hagiang,2021-06-24,0
Haiduong,2021-06-24,0
Haiphong,2021-06-24,0
Hanam,2021-06-24,0
Hanoi,2021-06-24,1
Hatinh,2021-06-24,0
Haugiang,2021-06-24,0
Hoabinh,2021-06-24,0
Hochiminh,2021-06-24,165
Hungyen,2021-06-24,2
Khanhhoa,2021-06-24,5
Kiengiang,2021-06-24,3
Kontum,2021-06-24,0
Laichau,2021-06-24,0
Lamdong,2021-06-24,0
Langson,2021-06-24,0
Laocai,2021-06-24,0
Longan,2021-06-24,5
Namdinh,2021-06-24,0
Nghean,2021-06-24,5
Ninhbinh,2021-06-24,0
Ninhthuan,2021-06-24,0
Phutho,2021-06-24,0
Phuyen,2021-06-24,0
Quangbinh,2021-06-24,0
Quangnam,2021-06-24,0
Quangngai,2021-06-24,0
Quangninh,2021-06-24,0
Quangtri,2021-06-24,0
Soctrang,2021-06-24,0
Sonla,2021-06-24,0
Tayninh,2021-06-24,5
Thaibinh,2021-06-24,4
Thainguyen,2021-06-24,0
Thanhhoa,2021-06-24,0
Thuathienhue,2021-06-24,0
Tiengiang,2021-06-24,0
Travinh,2021-06-24,0
Tuyenquang,2021-06-24,0
Vinhlong,2021-06-24,0
Vinhphuc,2021-06-24,0
Yenbai,2021-06-24,0
Angiang,2021-06-25,1
Bacgiang,2021-06-25,30
Backan,2021-06-25,0
Baclieu,2021-06-25,0
Bacninh,2021-06-25,9
Bariavungtau,2021-06-25,0
